"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.367684756E1,-2.598357201E-2,5.352401733E-2,-1.372670531E-1
2.368162506E1,-1.611578465E-2,2.037811279E-2,-1.202785969E-1
2.368640256E1,7.034540176E-4,3.675842285E-2,-1.108356118E-1
2.369118006E1,1.503133774E-2,4.174804688E-2,-7.726883888E-2
2.369595756E1,3.636658192E-2,3.603267670E-2,-4.590159655E-2
2.370073501E1,5.098986626E-2,5.113601685E-2,-2.615284920E-2
2.370551251E1,4.478168488E-2,6.138420105E-2,-4.846513271E-3
2.371029001E1,3.922760487E-2,5.315971375E-2,1.154738665E-2
2.371506751E1,3.021109104E-2,5.450344086E-2,8.248031139E-3
2.371984501E1,2.064895630E-2,4.039478302E-2,1.636189222E-2
2.372462251E1,5.230903625E-4,5.310440063E-2,1.137119532E-2
2.372940001E1,-1.467347145E-2,5.444526672E-2,1.111710072E-2
2.373417751E1,-2.908885479E-2,5.341053009E-2,5.553066730E-3
2.373895501E1,-2.688682079E-2,3.991603851E-2,-7.187426090E-3
2.374373251E1,-3.004622459E-2,2.771377563E-2,1.582467556E-2
2.374851001E1,-1.720941067E-2,2.451705933E-2,1.951956749E-2
2.375328751E1,4.976749420E-3,1.718235016E-2,3.034693003E-2
2.375806501E1,2.055644989E-3,5.764007568E-3,5.464500189E-2
2.376284251E1,3.534948826E-2,-7.931709290E-3,6.747037172E-2
2.376762001E1,4.764127731E-2,-2.981853485E-2,8.087062836E-2
2.377239746E1,4.737722874E-2,-2.482986450E-2,8.231639862E-2
2.377717496E1,4.301834106E-2,-3.887176514E-2,9.162622690E-2
2.378195246E1,2.926337719E-2,-4.864788055E-2,9.449088573E-2
2.378672996E1,7.621049881E-4,-6.013393402E-2,8.017510176E-2
2.379150746E1,-2.931094170E-2,-6.205844879E-2,8.812046051E-2
2.379628496E1,-6.688618660E-2,-6.813621521E-2,7.233822346E-2
2.380106246E1,-7.752895355E-2,-5.993652344E-2,6.316328049E-2
2.380583996E1,-9.057223797E-2,-5.362224579E-2,5.002617836E-2
2.381061746E1,-1.029289961E-1,-4.321670532E-2,4.656147957E-2
2.381539496E1,-1.086530685E-1,-3.822040558E-2,6.552159786E-2
2.382017246E1,-8.586812019E-2,-4.098415375E-2,8.671844006E-2
2.382494996E1,-1.066070795E-1,-5.026721954E-2,1.031056643E-1
2.382972746E1,-1.087493896E-1,-4.761123657E-2,1.046155691E-1
2.383450496E1,-1.054906845E-1,-4.854297638E-2,1.121894121E-1
2.383928246E1,-1.212493181E-1,-4.652214050E-2,1.204758883E-1
2.384405996E1,-1.339374781E-1,-3.327655792E-2,1.158747673E-1
2.384883746E1,-1.085898876E-1,-4.747009277E-2,1.187330484E-1
2.385361496E1,-8.231210709E-2,-4.614353180E-2,1.187168360E-1
2.385839240E1,-6.043243408E-2,-2.824497223E-2,1.366984844E-1
2.386316991E1,-2.219557762E-2,-2.714252472E-2,1.707627773E-1
2.386794741E1,1.394832134E-2,-1.301765442E-2,2.088724375E-1
2.387272491E1,3.445696831E-2,-1.860141754E-2,2.339251041E-1
2.387750240E1,4.782605171E-2,-4.017066956E-2,2.544658184E-1
2.388227990E1,5.820798874E-2,-4.025554657E-2,2.280375957E-1
2.388705740E1,4.843175411E-2,-4.573726654E-2,1.812112331E-1
2.389183491E1,5.771982670E-2,-2.393722534E-2,1.744165421E-1
2.389661241E1,7.239723206E-2,-3.792667389E-2,9.747534990E-2
2.390138991E1,7.411372662E-2,-3.221130371E-2,-2.298784256E-2
2.390616740E1,5.911493301E-2,-1.055240631E-2,-1.361203194E-2
2.391094490E1,3.875482082E-2,4.175949097E-2,-7.031995058E-2
2.391572240E1,5.485749245E-2,6.163787842E-2,-1.948688626E-1
2.392049990E1,7.036077976E-2,5.649089813E-2,-2.741484642E-1
2.392527741E1,6.856894493E-2,5.440902710E-2,-3.537824750E-1
2.393005485E1,3.231751919E-2,6.251907349E-2,-4.195088744E-1
2.393483240E1,-2.507269382E-2,5.702495575E-2,-4.657362401E-1
2.393960985E1,-4.708814621E-2,3.328895569E-2,-5.187178850E-1
2.394438735E1,-8.802282810E-2,3.295612335E-2,-5.187942982E-1
2.394916485E1,-1.257907152E-1,1.725006104E-2,-4.603235424E-1
2.395394235E1,-1.366642714E-1,6.448745728E-3,-3.791402578E-1
2.395871985E1,-1.025059223E-1,1.056385040E-2,-2.787159085E-1
2.396349735E1,-4.199671745E-2,1.701831818E-2,-1.768938899E-1
2.396827485E1,1.384961605E-2,3.943347931E-2,-4.743081331E-2
2.397305235E1,8.351624012E-2,5.334854126E-2,5.148422718E-2
2.397782985E1,1.042370796E-1,7.193374634E-2,1.372884512E-1
2.398260735E1,1.035480499E-1,7.315826416E-2,1.995131969E-1
2.398738485E1,1.125739813E-1,6.252956390E-2,2.258710265E-1
2.399216235E1,9.438848495E-2,5.317687988E-2,2.546710372E-1
2.399693985E1,6.464445591E-2,4.865646362E-2,2.265155911E-1
2.400171735E1,2.028489113E-2,3.526020050E-2,1.850409508E-1
2.400649485E1,2.375733852E-2,2.732372284E-2,1.414523721E-1
2.401127235E1,-5.408287048E-3,1.674652100E-3,7.910954952E-2
2.401604985E1,-2.731800079E-2,6.497383118E-3,1.288765669E-2
2.402082730E1,-2.592468262E-2,1.545238495E-2,-1.680982113E-2
2.402560480E1,-2.031803131E-2,1.190662384E-2,-2.449232340E-2
2.403038230E1,-4.231095314E-3,1.967144012E-2,-3.367435932E-2
2.403515980E1,-1.965737343E-2,1.197910309E-2,-2.399981022E-2
2.403993730E1,-2.327919006E-3,6.139755249E-3,-7.962167263E-3
2.404471480E1,-5.270004272E-3,-3.190040588E-3,1.912832260E-2
2.404949230E1,3.821849823E-3,-7.087707520E-3,5.144494772E-2
2.405426980E1,8.624672890E-3,-1.747703552E-2,8.397865295E-2
2.405904730E1,1.340663433E-2,-3.669166565E-2,1.247079372E-1
2.406382480E1,1.463246346E-2,-3.914165497E-2,1.332253814E-1
2.406860230E1,2.651953697E-2,-3.388595581E-2,1.496229172E-1
2.407337980E1,3.359270096E-2,-4.292488098E-2,1.530184746E-1
2.407815730E1,2.579581738E-2,-2.639293671E-2,1.695984602E-1
2.408293480E1,2.102613449E-2,-1.535415649E-2,1.476438642E-1
2.408771230E1,3.296661377E-2,-2.577114105E-2,1.385260224E-1
2.409248980E1,3.290653229E-2,-2.128124237E-2,1.217874289E-1
2.409726730E1,2.405762672E-2,-1.444816589E-2,9.821289778E-2
2.410204480E1,2.651357651E-2,1.367378235E-2,1.003787518E-1
2.410682225E1,2.431976795E-2,2.021408081E-2,1.062175035E-1
2.411159975E1,9.654521942E-3,2.254867554E-2,9.295451641E-2
2.411637725E1,-5.451321602E-3,1.775455475E-2,9.579277039E-2
2.412115475E1,-1.803267002E-2,2.604675293E-2,8.979606628E-2
2.412593225E1,-6.178140640E-3,3.308963776E-2,7.965517044E-2
2.413070975E1,9.757161140E-3,2.466297150E-2,8.733630180E-2
2.413548725E1,1.281738281E-3,2.163982391E-2,1.027895212E-1
2.414026475E1,-1.596963406E-2,-3.890037537E-3,1.032866240E-1
2.414504225E1,-2.112436295E-2,-1.308441162E-3,1.044008732E-1
2.414981975E1,-3.566551208E-2,-5.235671997E-4,1.156747341E-1
2.415459725E1,-4.883635044E-2,-2.880764008E-2,1.328382492E-1
2.415937475E1,-5.768585205E-2,-2.661800385E-2,1.382688284E-1
2.416415225E1,-7.119143009E-2,-1.380157471E-2,1.585948467E-2
2.416892975E1,-8.821809292E-2,-1.888561249E-2,-8.555066586E-2
2.417370725E1,-1.561448574E-1,-1.200771332E-2,-1.160624027E-1
2.417848470E1,-1.886720657E-1,-2.710819244E-2,-2.192813158E-1
2.418326225E1,-1.801733971E-1,-3.378391266E-2,-1.866798401E-1
2.418803970E1,-1.332668066E-1,-1.429367065E-2,-1.622778177E-1
2.419281720E1,-8.210277557E-2,-2.343845367E-2,-1.098070741E-1
2.419759470E1,-5.159497261E-3,-3.544712067E-2,-1.808953285E-2
2.420237220E1,6.051790714E-2,-1.946926117E-2,5.811381340E-2
2.420714970E1,7.119882107E-2,-8.959770203E-3,9.413754940E-2
2.421192720E1,2.667796612E-2,-9.819984436E-3,1.099016666E-1
2.421670470E1,-1.627492905E-2,-7.139205933E-3,1.228284836E-1
2.422148220E1,-4.589307308E-2,2.573013306E-2,1.293870211E-1
2.422625970E1,-6.711626053E-2,1.555919647E-2,9.931159019E-2
2.423103720E1,-6.861543655E-2,-1.056575775E-2,9.869265556E-2
2.423581470E1,-6.721901894E-2,4.422187805E-3,8.344304562E-2
2.424059220E1,-3.677904606E-2,-1.394081116E-2,4.165434837E-2
2.424536970E1,-1.079738140E-2,-2.563381195E-2,2.569985390E-2
2.425014720E1,1.314973831E-2,-2.535915375E-2,1.270866394E-2
2.425492470E1,3.573048115E-2,-1.855278015E-2,1.639461517E-2
2.425970220E1,4.269945621E-2,-1.001930237E-2,2.060902119E-2
2.426447964E1,5.493319035E-2,4.373550415E-3,1.408481598E-2
2.426925720E1,5.224037170E-2,-2.706527710E-3,2.125775814E-2
2.427403464E1,6.322610378E-2,2.732276917E-3,2.124857903E-2
2.427881214E1,5.809259415E-2,1.465034485E-2,3.488934040E-2
2.428358964E1,6.543219090E-2,2.407073975E-2,5.509746075E-2
2.428836714E1,7.984280586E-2,2.688694000E-2,7.043111324E-2
2.429314464E1,9.245598316E-2,7.129669189E-3,6.869196892E-2
2.429792214E1,6.531906128E-2,-1.602458954E-2,5.353057384E-2
2.430269964E1,5.921280384E-2,-2.000713348E-2,6.946587563E-2
2.430747714E1,4.366934299E-2,-3.811836243E-3,7.186150551E-2
2.431225464E1,3.483903408E-2,-8.520126343E-3,7.557964325E-2
2.431703214E1,3.908896446E-2,-1.262760162E-2,4.802238941E-2
2.432180964E1,2.319753170E-2,-3.508663177E-2,3.918313980E-2
2.432658714E1,2.277481556E-2,-1.646041870E-2,2.106916904E-2
2.433136464E1,1.292324066E-2,-3.490447998E-4,-4.610300064E-3
2.433614214E1,2.457451820E-2,-3.940582275E-3,-3.358888626E-2
2.434091964E1,1.470625401E-2,-2.352905273E-2,-3.683614731E-2
2.434569714E1,3.344297409E-2,-3.998470306E-2,-5.187344551E-2
2.435047464E1,2.598941326E-2,-3.077220917E-2,-2.890276909E-2
2.435525214E1,2.385985851E-2,-1.512050629E-2,-1.506066322E-2
2.436002964E1,3.663718700E-2,4.148483276E-4,-7.878303528E-3
2.436480709E1,2.797281742E-2,2.768516541E-3,-1.207590103E-4
2.436958459E1,2.598333359E-2,3.917694092E-3,-5.794763565E-4
2.437436209E1,2.335774899E-2,-7.418632507E-3,-3.950476646E-3
2.437913959E1,1.196265221E-3,1.498222351E-3,1.420676708E-2
2.438391709E1,-1.844763756E-2,-2.734184265E-3,1.752603054E-2
2.438869459E1,-7.704019547E-3,3.721237183E-3,1.506161690E-2
2.439347209E1,-4.173517227E-3,-7.097244263E-3,6.839394569E-3
2.439824959E1,3.438591957E-3,1.062202454E-2,1.665091515E-2
2.440302709E1,3.915429115E-3,6.254196167E-3,1.688838005E-2
2.440780459E1,-1.111257076E-2,3.676414490E-3,2.554821968E-2
2.441258209E1,-8.267402649E-3,2.306270599E-2,3.225326538E-3
2.441735959E1,-1.199281216E-2,3.129005432E-3,8.416056633E-3
2.442213709E1,3.963589668E-3,1.659297943E-2,-5.965948105E-3
2.442691459E1,-1.414310932E-2,2.220630646E-2,-1.071065664E-2
2.443169209E1,-1.375234127E-2,9.371757507E-3,1.070189476E-2
2.443646959E1,5.639195442E-3,6.122589111E-3,1.136440039E-2
2.444124709E1,2.895867825E-2,5.242347717E-3,3.889006376E-2
2.444602454E1,3.961825371E-2,-8.103370667E-3,5.326300859E-2
2.445080204E1,5.085968971E-2,-2.960205078E-3,5.772244930E-2
2.445557954E1,4.186654091E-2,-1.092052460E-2,2.255237103E-2
2.446035704E1,3.662312031E-2,-8.709907532E-3,-3.384530544E-3
2.446513454E1,4.747724533E-2,-4.727363586E-3,-3.682321310E-2
2.446991204E1,5.590391159E-2,-1.203632355E-2,-5.460095406E-2
2.447468954E1,4.587602615E-2,-2.817344666E-2,-7.050561905E-2
2.447946704E1,3.300762177E-2,-3.466129303E-2,-7.159763575E-2
2.448424454E1,3.099954128E-2,-6.651878357E-3,-3.903371096E-2
2.448902204E1,2.129244804E-2,-2.585411072E-3,-2.178108692E-2
2.449379954E1,3.416132927E-2,7.978439331E-3,1.892292500E-2
2.449857704E1,3.807973862E-2,-1.237297058E-2,5.326908827E-2
2.450335454E1,1.938295364E-2,-1.179122925E-2,8.368968964E-2
2.450813204E1,7.353067398E-3,-1.655769348E-2,1.031920314E-1
2.451290954E1,-7.013916969E-3,-3.197860718E-2,1.006098390E-1
2.451768704E1,-2.003836632E-2,-4.134750366E-2,1.124603152E-1
2.452246454E1,-9.894013405E-3,-3.998661041E-2,1.201549172E-1
2.452724204E1,-9.339690208E-3,-3.212738037E-2,1.439568996E-1
2.453201954E1,-1.539480686E-2,-4.750061035E-2,1.594077349E-1
2.453679704E1,2.941012383E-3,-4.615116119E-2,1.802783012E-1
2.454157449E1,8.666753769E-3,-3.652381897E-2,1.963689327E-1
2.454635199E1,3.507590294E-2,-2.997589111E-2,2.315931916E-1
2.455112949E1,4.105687141E-2,-1.818084717E-2,2.733496428E-1
2.455590699E1,3.825342655E-2,-1.776885986E-2,2.713438869E-1
2.456068449E1,-2.404689789E-3,-9.700775146E-3,2.113638520E-1
2.456546199E1,-8.963346481E-3,4.173278809E-3,1.731443405E-1
2.457023949E1,8.837938309E-3,1.256942749E-2,1.354730725E-1
2.457501699E1,2.730083466E-2,-9.946823120E-3,-1.354694366E-2
2.457979449E1,4.850149155E-3,-4.114818573E-2,-1.208318472E-1
2.458457199E1,-5.313825607E-2,-7.436752319E-3,-1.152504086E-1
2.458934949E1,-8.010470867E-2,1.647949219E-2,-1.777295470E-1
2.459412699E1,-6.237518787E-2,1.769256592E-2,-2.430527806E-1
2.459890449E1,-4.309284687E-2,-1.429653168E-2,-2.685361505E-1
2.460368199E1,-4.179418087E-2,3.267288208E-3,-3.400264978E-1
2.460845949E1,-3.881180286E-2,9.487152100E-3,-3.845939040E-1
2.461323699E1,-7.868242264E-2,-3.247261047E-3,-4.109054506E-1
2.461801449E1,-1.248003244E-1,-1.344871521E-2,-3.813696504E-1
2.462279199E1,-1.700931787E-1,-2.182960510E-3,-3.509390950E-1
2.462756949E1,-1.885005236E-1,-2.068710327E-2,-3.168576360E-1
2.463234694E1,-1.877781153E-1,-3.442764282E-3,-2.516602278E-1
2.463712449E1,-1.681370735E-1,1.008510590E-2,-1.715649962E-1
2.464190194E1,-1.386148930E-1,1.458358765E-2,-9.260064363E-2
2.464667944E1,-7.073998451E-2,4.692840576E-2,-1.957935095E-2
2.465145694E1,-3.252136707E-2,5.822467804E-2,4.644411802E-2
2.465623444E1,-1.945328712E-2,5.578899384E-2,1.031505466E-1
2.466101194E1,1.138365269E-2,3.735828400E-2,1.281125546E-1
2.466578944E1,1.059913635E-2,4.815578461E-2,1.440755725E-1
2.467056694E1,-1.574933529E-2,4.698562622E-2,1.071358323E-1
2.467534444E1,-2.180182934E-2,4.521656036E-2,7.160651684E-2
2.468012194E1,-4.921472073E-2,3.219699860E-2,3.085261583E-2
2.468489944E1,-6.171834469E-2,2.640914917E-2,-2.242875099E-2
2.468967694E1,-7.479810715E-2,2.364540100E-2,-5.481827259E-2
2.469445444E1,-7.535517216E-2,1.975059509E-2,-8.326661587E-2
2.469923194E1,-8.790266514E-2,1.233577728E-2,-9.585529566E-2
2.470400944E1,-7.894921303E-2,5.022048950E-3,-8.613389730E-2
2.470878694E1,-5.768418312E-2,3.702163696E-3,-7.906097174E-2
2.471356444E1,-5.318856239E-2,-2.332687378E-3,-5.145114660E-2
2.471834194E1,-2.626824379E-2,-1.306629181E-2,-2.839356661E-2
2.472311944E1,3.456234932E-3,-2.251815796E-2,6.425619125E-3
2.472789694E1,3.952872753E-2,-6.382942200E-3,4.646384716E-2
2.473267444E1,3.980004787E-2,-5.207061768E-3,6.911695004E-2
2.473745188E1,4.015719891E-2,7.095336914E-4,8.226329088E-2
2.474222938E1,4.885888100E-2,-5.445480347E-4,1.037309766E-1
2.474700688E1,2.841067314E-2,-7.146835327E-3,1.038771272E-1
2.475178438E1,2.364516258E-2,-3.602027893E-3,9.168028831E-2
2.475656188E1,2.493453026E-2,-1.134777069E-2,9.154343605E-2
2.476133938E1,3.119826317E-3,-7.170677185E-3,6.724107265E-2
2.476611688E1,5.786180496E-3,-2.261543274E-2,5.568164587E-2
2.477089438E1,8.423566818E-3,-1.362037659E-2,3.718835115E-2
2.477567188E1,-4.352331161E-3,3.618240356E-3,1.819521189E-2
2.478044938E1,-2.236223221E-2,5.280494690E-3,1.547193527E-2
2.478522688E1,-1.701700687E-2,-7.299423218E-3,2.407944202E-2
2.479000438E1,-2.654612064E-2,2.763748169E-3,3.388941288E-2
2.479478188E1,-1.935327053E-2,2.061843872E-3,3.600358963E-2
2.479955938E1,-1.579689980E-2,-1.702976227E-2,3.218668699E-2
2.480433688E1,-1.640915871E-2,-8.673667908E-3,3.318351507E-2
2.480911438E1,-2.296221256E-2,1.622009277E-2,5.256295204E-2
2.481389188E1,-1.637077332E-2,1.718235016E-2,6.351709366E-2
2.481866938E1,-4.547238350E-3,1.159477234E-2,6.910246611E-2
2.482344688E1,1.327872276E-3,-1.646995544E-3,9.843075275E-2
2.482822438E1,7.364749908E-4,-1.594924927E-2,1.038714051E-1
2.483300183E1,-1.465427876E-2,-1.235008240E-2,1.166128516E-1
2.483777938E1,-1.924490929E-2,-6.440162659E-3,4.773414135E-2
2.484255683E1,-1.599371433E-2,-1.954460144E-2,-1.053737998E-1
2.484733433E1,-5.328392982E-2,6.914138794E-4,-6.911689043E-2
2.485211183E1,-5.302894115E-2,-2.725982666E-2,-1.192804575E-1
2.485688933E1,-5.685555935E-2,-4.128551483E-2,-2.138965130E-1
2.486166683E1,-5.054485798E-2,-5.518436432E-2,-2.223695517E-1
2.486644433E1,-2.070748806E-2,-3.993320465E-2,-1.488828063E-1
2.487122183E1,2.014434338E-2,-2.243041992E-2,-9.387594461E-2
2.487599933E1,7.977294922E-2,-3.292751312E-2,-2.805733681E-2
2.488077683E1,9.160339832E-2,-2.907848358E-2,5.453532934E-2
2.488555433E1,8.261144161E-2,-3.519058228E-4,1.027988791E-1
2.489033183E1,7.498097420E-2,4.995346069E-3,1.301848888E-1
2.489510933E1,4.023528099E-2,-3.354072571E-3,1.321836710E-1
2.489988683E1,1.112151146E-2,4.364013672E-3,1.284871697E-1
2.490466433E1,2.795839310E-2,1.344680786E-4,1.144127250E-1
2.490944183E1,2.274382114E-2,-1.690864563E-3,1.035483479E-1
2.491421933E1,2.403926849E-2,6.408691406E-4,8.624929190E-2
2.491899683E1,2.774930000E-2,1.780509949E-3,6.311458349E-2
2.492377433E1,2.956354618E-2,7.061004639E-3,5.246770382E-2
2.492855183E1,4.153072834E-2,-1.905441284E-3,3.457486629E-2
2.493332933E1,4.097878933E-2,1.829719543E-2,2.733081579E-2
2.493810678E1,2.092528343E-2,3.359413147E-2,2.435970306E-2
2.494288428E1,2.715623379E-2,2.029228210E-2,3.207963705E-2
2.494766178E1,7.238984108E-3,1.541423798E-2,4.262912273E-2
2.495243928E1,-7.128000259E-3,2.421951294E-2,2.889561653E-2
2.495721678E1,-3.331220150E-2,7.433891296E-3,6.893992424E-3
2.496199428E1,-3.320968151E-2,1.747512817E-2,5.315542221E-4
2.496677178E1,-3.538000584E-2,2.508068085E-2,-1.587367058E-2
2.497154928E1,-3.875172138E-2,1.125431061E-2,-5.047410727E-2
2.497632678E1,-2.782845497E-2,3.481864929E-3,-5.926650763E-2
2.498110428E1,-3.419566154E-2,-8.368492126E-3,-6.095707417E-2
2.498588178E1,-4.233539104E-2,-2.132415771E-2,-6.551170349E-2
2.499065928E1,-1.775908470E-2,-2.762985229E-2,-6.364786625E-2
2.499543678E1,-1.420223713E-2,-3.568267822E-2,-4.094058275E-2
2.500021428E1,5.335807800E-3,-4.426288605E-2,-2.374649048E-2
2.500499178E1,2.721667290E-3,-5.515193939E-2,-1.145380735E-2
2.500976928E1,-4.565834999E-3,-4.637145996E-2,-9.259641171E-3
2.501454678E1,7.167935371E-3,-1.394271851E-2,1.608693600E-2
2.501932428E1,9.923815727E-3,-1.204013824E-2,3.832834959E-2
2.502410178E1,-1.277065277E-2,-2.426147461E-3,4.024064541E-2
2.502887928E1,2.673625946E-3,2.361297607E-3,4.744142294E-2
2.503365678E1,5.553483963E-3,1.748085022E-3,3.709465265E-2
2.503843428E1,-6.419420242E-3,8.856773376E-3,4.280090332E-2
2.504321178E1,-4.638791084E-3,-7.104873657E-4,3.432786465E-2
2.504798923E1,1.314306259E-2,5.228996277E-3,1.046466827E-2
2.505276673E1,1.771247387E-2,1.467418671E-2,-7.253944874E-3
2.505754423E1,2.577745914E-2,5.048751831E-3,-1.470685005E-2
2.506232173E1,2.785098553E-2,8.556365967E-3,-3.751552105E-2
2.506709923E1,-1.459717751E-3,4.343986511E-3,-4.179990292E-2
2.507187673E1,-3.944039345E-3,-2.120208740E-2,-4.678815603E-2
2.507665423E1,-1.473569870E-2,-1.628589630E-2,-5.823349953E-2
2.508143173E1,-1.299476624E-2,-3.098487854E-3,-7.149690390E-2
2.508620923E1,-3.558659554E-2,-2.679920197E-2,-9.712558985E-2
2.509098673E1,-3.383231163E-2,-5.838394165E-3,-9.175384045E-2
2.509576423E1,-5.467510223E-2,-2.242946625E-2,-9.655731916E-2
2.510054173E1,-5.527710915E-2,-2.524375916E-2,-1.044852734E-1
2.510531923E1,-3.926622868E-2,-4.168224335E-2,-8.622354269E-2
2.511009673E1,-3.712737560E-2,-5.622100830E-2,-8.653277159E-2
2.511487423E1,-4.217863083E-3,-4.930305481E-2,-7.131093740E-2
2.511965173E1,2.895975113E-2,-3.948688507E-2,-7.047134638E-2
2.512442923E1,2.868175507E-2,-1.018238068E-2,-6.646335125E-2
2.512920673E1,5.331861973E-2,-6.040573120E-3,-6.307852268E-2
2.513398423E1,5.877637863E-2,8.155822754E-3,-7.278066874E-2
2.513876173E1,5.410945415E-2,5.026817322E-3,-7.996010780E-2
2.514353923E1,5.481576920E-2,1.675796509E-2,-6.639593840E-2
2.514831668E1,6.023824215E-2,-6.799697876E-4,-5.056893826E-2
2.515309423E1,9.049367905E-2,7.541656494E-3,-3.444254398E-2
2.515787168E1,7.544338703E-2,9.183883667E-3,8.139967918E-3
2.516264918E1,8.183670044E-2,-2.831459045E-3,4.254484177E-2
2.516742668E1,5.914115906E-2,-1.414966583E-2,8.323359489E-2
2.517220418E1,4.809856415E-2,-2.357482910E-2,1.268242598E-1
2.517698168E1,4.376626015E-2,-1.870441437E-2,1.408792734E-1
2.518175918E1,-6.134033203E-3,9.819984436E-3,9.077155590E-2
2.518653668E1,-1.364064217E-2,3.093624115E-2,7.517474890E-2
2.519131418E1,-2.133011818E-3,2.695083618E-2,4.496723413E-2
2.519609168E1,3.607475758E-2,-7.114410400E-4,-6.805396080E-2
2.520086918E1,5.025827885E-2,1.545906067E-3,-1.708829999E-1
2.520564668E1,3.345751762E-2,1.806068420E-2,-1.316245794E-1
2.521042418E1,-3.419995308E-3,2.022457123E-2,-1.073510051E-1
2.521520168E1,1.110935211E-2,2.832794189E-2,-1.545771956E-1
2.521997918E1,-9.456038475E-3,2.037620544E-2,-2.100237608E-1
2.522475668E1,-4.714822769E-2,3.624153137E-2,-2.417985797E-1
2.522953418E1,-1.018365622E-1,3.656959534E-2,-2.358539104E-1
2.523431168E1,-1.302455664E-1,3.687858582E-2,-2.382362485E-1
2.523908918E1,-1.323711872E-1,1.586532593E-2,-2.459415793E-1
2.524386668E1,-1.363445520E-1,4.250049591E-2,-2.273197174E-1
2.524864418E1,-1.344151497E-1,2.679824829E-2,-1.877244711E-1
2.525342168E1,-1.366860867E-1,2.190876007E-2,-1.355439425E-1
2.525819918E1,-9.861242771E-2,1.171302795E-2,-8.966392279E-2
2.526297668E1,-9.356749058E-2,1.581954956E-2,-4.058510065E-2
2.526775412E1,-5.115783215E-2,2.700233459E-2,1.661497355E-2
2.527253162E1,-2.337419987E-2,2.917003632E-2,8.301275969E-2
2.527730912E1,-5.356907845E-3,2.832889557E-2,1.176289320E-1
2.528208662E1,1.284360886E-3,2.452468872E-2,1.521452069E-1
2.528686412E1,1.555681229E-2,2.665996552E-2,1.551585197E-1
2.529164162E1,5.891919136E-3,2.105045319E-2,1.385554671E-1
2.529641912E1,1.824581623E-2,-1.716613770E-3,9.893107414E-2
2.530119662E1,-2.223134041E-3,-4.141807556E-3,5.365550518E-2
2.530597412E1,2.131474018E-2,7.699966431E-3,5.530774593E-3
2.531075162E1,3.810000420E-2,1.233577728E-2,-4.241782427E-2
2.531552912E1,3.333604336E-2,-3.816604614E-3,-7.719779015E-2
2.532030662E1,1.012063026E-2,1.513481140E-3,-9.705001116E-2
2.532508412E1,1.856863499E-2,2.676963806E-3,-9.979677200E-2
2.532986162E1,2.871000767E-2,-2.082824707E-3,-8.737802505E-2
2.533463912E1,4.052174091E-2,-3.233909607E-3,-7.344973087E-2
2.533941662E1,7.242250443E-2,-4.365921021E-3,-4.784303904E-2
2.534419412E1,6.911039352E-2,1.045227051E-3,-1.527935266E-2
2.534897162E1,5.819058418E-2,4.649162292E-3,-2.543687820E-3
2.535374912E1,6.158673763E-2,4.057884216E-3,1.611959934E-2
2.535852662E1,5.133283138E-2,9.996414185E-3,5.311810970E-2
2.536330412E1,6.545972824E-2,-1.497650146E-2,6.321173906E-2
2.536808162E1,5.041205883E-2,-1.364040375E-2,8.277189732E-2
2.537285912E1,4.739928246E-2,3.697395325E-3,8.987611532E-2
2.537763662E1,3.194785118E-2,1.316642761E-2,8.400279284E-2
2.538241412E1,4.097533226E-2,2.670669556E-2,8.481895924E-2
2.538719157E1,2.682626247E-2,2.945327759E-2,6.735372543E-2
2.539196907E1,3.417217731E-2,3.218078613E-2,6.369119883E-2
2.539674657E1,5.810892582E-2,2.183151245E-2,3.885954618E-2
2.540152407E1,5.635988712E-2,2.403259277E-2,3.025424480E-2
2.540630157E1,4.397475719E-2,4.816246033E-2,6.980180740E-3
2.541107907E1,3.414869308E-2,5.135250092E-2,1.169580221E-2
2.541585657E1,1.972448826E-2,2.723121643E-2,6.412684917E-3
2.542063407E1,1.070034504E-2,8.646011353E-3,1.178246737E-2
2.542541157E1,2.134060860E-2,8.016586304E-3,-9.633123875E-3
2.543018907E1,2.061450481E-2,5.021095276E-3,1.751601696E-3
2.543496657E1,-1.381516457E-3,1.571083069E-2,1.719325781E-2
2.543974407E1,-3.736138344E-3,1.264190674E-2,2.657860518E-2
2.544452157E1,-1.136696339E-2,1.374816895E-2,4.077541828E-2
2.544929907E1,-6.498694420E-3,5.335807800E-3,1.230531931E-2
2.545407657E1,6.573319435E-3,2.721977234E-2,-8.693897724E-2
2.545885407E1,1.285207272E-2,3.529834747E-2,-5.130308867E-2
2.546363157E1,1.780891418E-2,9.534835815E-3,-3.855139017E-2
2.546840907E1,5.733203888E-2,-1.595306396E-2,-7.831138372E-2
2.547318657E1,3.313732147E-2,-2.697086334E-2,-8.573478460E-2
2.547796407E1,-7.974982262E-3,-2.068996429E-2,-1.403804421E-1
2.548274157E1,-3.218626976E-2,-9.737014771E-3,-1.612235308E-1
2.548751907E1,-2.613949776E-2,-8.412361145E-3,-8.161509037E-2
2.549229657E1,5.326151848E-3,-1.067256927E-2,-2.985221148E-2
2.549707407E1,7.688081264E-2,-2.241134644E-2,-1.225346327E-2
2.550185152E1,1.046320200E-1,-1.742744446E-2,1.359659433E-2
