"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.460179545E1,1.366258860E-1,-2.337741852E-2,2.100987434E-1
9.460657289E1,1.179763079E-1,-2.400970459E-2,2.054203153E-1
9.461135039E1,7.365763187E-2,-3.875732422E-3,1.226008534E-1
9.461612784E1,1.783657074E-2,2.257537842E-2,7.779693604E-2
9.462090529E1,-1.082134247E-2,2.269554138E-2,3.945392370E-2
9.462568279E1,-3.499579430E-2,-8.625984192E-3,-6.535398960E-2
9.463046024E1,-3.819763660E-2,-1.358509064E-2,-7.310926914E-2
9.463523774E1,-5.330348015E-2,-9.616851807E-3,-8.731752634E-2
9.464001518E1,-3.567850590E-2,-5.689620972E-3,-1.582853198E-1
9.464479268E1,9.666800499E-3,8.302688599E-3,-1.884804964E-1
9.464957013E1,3.052353859E-3,-9.393692017E-4,-2.482553422E-1
9.465434763E1,8.259177208E-3,1.305675507E-2,-2.784537375E-1
9.465912508E1,-2.642238140E-2,4.441261292E-3,-3.182522058E-1
9.466390253E1,-6.379318237E-2,-9.980201721E-3,-3.697931468E-1
9.466868003E1,-1.079857349E-1,-1.473426819E-2,-3.606588542E-1
9.467345748E1,-1.417793036E-1,-4.601478577E-3,-3.205367029E-1
9.467823498E1,-1.533722878E-1,7.237434387E-3,-2.632187605E-1
9.468301242E1,-1.441740990E-1,2.959251404E-3,-2.006078959E-1
9.468778992E1,-1.131926775E-1,1.174545288E-2,-1.170654297E-1
9.469256737E1,-7.179605961E-2,1.391696930E-2,-4.114663601E-2
9.469734482E1,-1.890456676E-2,1.249790192E-2,4.379582405E-2
9.470212232E1,1.102566719E-3,1.822662354E-2,1.009901762E-1
9.470689977E1,1.625430584E-2,5.512237549E-3,1.264994144E-1
9.471167727E1,1.127839088E-2,1.249599457E-2,1.472686529E-1
9.471645472E1,-6.729722023E-3,2.772617340E-2,1.352085471E-1
9.472123222E1,-3.996253014E-2,5.055141449E-2,1.060078740E-1
9.472600966E1,-3.020417690E-2,5.718231201E-2,4.779976606E-2
9.473078711E1,-5.320346355E-2,5.487632751E-2,1.163411140E-2
9.473556461E1,-6.128549576E-2,5.081748962E-2,-2.402442694E-2
9.474034206E1,-5.812418461E-2,4.740142822E-2,-4.388719797E-2
9.474511956E1,-7.103002071E-2,3.751087189E-2,-6.577640772E-2
9.474989701E1,-9.512841702E-2,3.187179565E-2,-6.702911854E-2
9.475467451E1,-1.024558544E-1,6.840610504E-2,-6.494659185E-2
9.475945196E1,-9.853112698E-2,5.835819244E-2,-6.064736843E-2
9.476422940E1,-7.978677750E-2,3.949737549E-2,-4.030990601E-2
9.476900690E1,-2.319550514E-2,2.020072937E-2,-2.257168293E-3
9.477378435E1,1.998472214E-2,1.175594330E-2,3.796613216E-2
9.477856185E1,5.353534222E-2,-6.072998047E-3,7.676458359E-2
9.478333930E1,5.776655674E-2,-1.723194122E-2,9.400582314E-2
9.478811680E1,5.494153500E-2,-3.659248352E-2,1.082361341E-1
9.479289425E1,6.884145737E-2,-7.535648346E-2,1.301663518E-1
9.479767175E1,7.317519188E-2,-8.177089691E-2,1.278072000E-1
9.480244920E1,1.036797762E-1,-8.871078491E-2,1.303145885E-1
9.480722664E1,1.032099724E-1,-9.379577637E-2,1.322730184E-1
9.481200414E1,1.159629822E-1,-6.914997101E-2,1.301062107E-1
9.481678159E1,1.031869650E-1,-5.300712585E-2,1.126676202E-1
9.482155909E1,6.688320637E-2,-1.918506622E-2,9.241551161E-2
9.482633654E1,5.589234829E-2,7.181167603E-4,7.783979177E-2
9.483111404E1,3.550481796E-2,-3.867149353E-3,5.924344063E-2
9.483589149E1,7.142066956E-3,2.008724213E-2,3.726136684E-2
9.484066893E1,-3.190517426E-3,2.307605743E-2,9.597778320E-3
9.484544643E1,-1.457786560E-2,-5.400657654E-3,1.491123438E-2
9.485022388E1,-1.756155491E-2,-3.779602051E-2,8.371233940E-3
9.485500138E1,-1.466393471E-2,-6.222152710E-2,-1.061451435E-2
9.485977883E1,-8.878588676E-3,-4.966926575E-2,-2.204954624E-3
9.486455633E1,7.584929466E-3,-2.594470978E-2,8.556306362E-3
9.486933378E1,2.443313599E-2,1.715660095E-2,2.455115318E-3
9.487411123E1,2.872443199E-2,6.879806519E-2,1.429426670E-2
9.487888873E1,4.375183582E-2,7.197380066E-2,4.920625687E-2
9.488366617E1,4.911243916E-2,4.841041565E-2,6.256872416E-2
9.488844367E1,5.444896221E-2,5.292034149E-2,-2.012461424E-2
9.489322112E1,1.408660412E-2,5.323123932E-2,-1.642465293E-1
9.489799862E1,-4.803287983E-2,6.423187256E-2,-1.375073195E-1
9.490277607E1,-6.761038303E-2,6.330585480E-2,-2.350577116E-1
9.490755352E1,-5.442917347E-2,2.859973907E-2,-2.770932913E-1
9.491233102E1,-4.198682308E-2,4.046154022E-2,-1.854983866E-1
9.491710847E1,9.988307953E-3,4.093647003E-2,-1.190506816E-1
9.492188597E1,6.281280518E-2,5.803489685E-2,-3.829348087E-2
9.492666341E1,9.453701973E-2,3.585529327E-2,2.993279696E-2
9.493144091E1,1.190998554E-1,5.125713348E-2,8.658432961E-2
9.493621836E1,7.051873207E-2,5.109214783E-2,9.088462591E-2
9.494099586E1,-1.378321648E-2,3.786468506E-2,9.369415045E-2
9.494577331E1,-4.329729080E-2,1.228427887E-2,6.954121590E-2
9.495055076E1,-8.154261112E-2,1.358032227E-2,4.169487953E-2
9.495532826E1,-1.022803783E-1,-1.896667480E-2,1.548886299E-2
9.496010570E1,-8.319807053E-2,-2.634620667E-2,-6.322801113E-3
9.496488320E1,-3.691434860E-2,-4.670333862E-2,-3.266966343E-2
9.496966065E1,-4.143714905E-3,-5.265808105E-2,-5.537885427E-2
9.497443815E1,3.428840637E-2,-5.142688751E-2,-7.874900103E-2
9.497921560E1,5.829632282E-2,-6.263256073E-2,-8.300846815E-2
9.498399305E1,6.791663170E-2,-6.422996521E-2,-8.211755753E-2
9.498877055E1,7.103538513E-2,-6.104373932E-2,-7.652193308E-2
9.499354800E1,7.356142998E-2,-2.583694458E-2,-6.873476505E-2
9.499832550E1,5.003082752E-2,-1.048088074E-2,-5.340749025E-2
9.500310295E1,5.279695988E-2,-6.520271301E-3,-3.825193644E-2
9.500788044E1,4.604363441E-2,-3.522205353E-2,-3.507983685E-2
9.501265789E1,4.711627960E-2,-4.053783417E-2,-2.242350578E-2
9.501743534E1,5.583918095E-2,-4.404926300E-2,-2.220106125E-2
9.502221284E1,4.787194729E-2,-4.041290283E-2,-2.376043797E-2
9.502699029E1,5.606901646E-2,-3.679561615E-2,-2.464377880E-2
9.503176779E1,2.327346802E-2,-2.361297607E-3,-2.669572830E-2
9.503654524E1,1.334774494E-2,3.914833069E-3,-2.279335260E-2
9.504132274E1,-2.026021481E-2,2.733421326E-2,-3.017979860E-2
9.504610018E1,-1.569676399E-2,1.020240784E-2,-6.297481060E-2
9.505087763E1,-6.429195404E-3,6.855964661E-3,-6.578820944E-2
9.505565513E1,-3.169417381E-3,-4.771232605E-3,-6.141597033E-2
9.506043258E1,1.374065876E-2,8.015632629E-3,-5.336993933E-2
9.506521008E1,2.814555168E-2,-1.074695587E-2,-3.463065624E-2
9.506998753E1,2.937436104E-2,-4.003143311E-2,-5.047911406E-2
9.507476503E1,2.763688564E-2,-4.594039917E-2,-4.059147835E-2
9.507954248E1,2.768731117E-2,-2.629566193E-2,-4.201638699E-2
9.508431992E1,1.949369907E-2,1.039981842E-2,-3.512680531E-2
9.508909742E1,1.490187645E-2,4.322147369E-2,-1.931756735E-2
9.509387487E1,-9.258031845E-3,4.907131195E-2,-6.641507149E-3
9.509865237E1,-2.078938484E-2,6.436347961E-2,-1.547634602E-2
9.510342982E1,-2.632153034E-2,5.637931824E-2,-1.705604792E-2
9.510820732E1,-3.010857105E-2,4.607582092E-2,-3.700190783E-2
9.511298477E1,-4.997169971E-2,3.583335876E-2,-4.720896482E-2
9.511776222E1,-3.590023518E-2,2.033233643E-2,-5.380570889E-2
9.512253972E1,-1.257252693E-2,-1.583194733E-2,-5.845338106E-2
9.512731716E1,1.820421219E-2,-2.798843384E-2,-5.819094181E-2
9.513209466E1,5.168712139E-2,-2.461338043E-2,-5.211114883E-2
9.513687211E1,5.950009823E-2,5.447387695E-3,-5.136376619E-2
9.514164961E1,5.479216576E-2,1.093292236E-2,-4.818230867E-2
9.514642706E1,5.484211445E-2,1.044368744E-2,-2.141767740E-2
9.515120451E1,3.596770763E-2,2.253532410E-3,3.392994404E-3
9.515598201E1,5.326032639E-3,6.577491760E-3,3.672599792E-3
9.516075946E1,4.638195038E-3,6.718635559E-3,2.356928587E-2
9.516553696E1,1.648914814E-2,5.085945129E-3,4.932993650E-2
9.517031440E1,1.278972626E-2,-1.295089722E-3,5.485719442E-2
9.517509190E1,-1.156032085E-2,-1.414680481E-2,5.698823929E-2
9.517986935E1,-2.505469322E-2,-6.733894348E-3,4.082798958E-2
9.518464680E1,-1.234006882E-2,-1.956462860E-2,1.903098822E-2
9.518942430E1,-1.036930084E-2,-3.169250488E-2,-2.088147402E-2
9.519420175E1,1.772391796E-2,-4.845333099E-2,-4.213166237E-2
9.519897925E1,1.419603825E-2,-6.684494019E-2,-7.090538740E-2
9.520375670E1,6.018042564E-3,-8.565616608E-2,-1.108201146E-1
9.520853420E1,-3.272294998E-4,-7.345008850E-2,-1.334027648E-1
9.521331164E1,-2.266561985E-2,-5.303096771E-2,-1.370590925E-1
9.521808914E1,-2.115452290E-2,-4.641628265E-2,-1.309078336E-1
9.522286659E1,-1.917719841E-2,-3.927135468E-2,-1.185159087E-1
9.522764404E1,-1.843214035E-2,-1.201438904E-2,-7.784736156E-2
9.523242154E1,4.281401634E-3,1.976966858E-3,-3.466105461E-2
9.523719899E1,2.749049664E-2,2.826690674E-3,1.219809055E-2
9.524197649E1,-9.369730949E-3,2.918243408E-2,3.084844351E-2
9.524675393E1,-4.175388813E-2,5.888366699E-2,4.870486259E-2
9.525153143E1,-5.139720440E-2,7.644462585E-2,4.643809795E-2
9.525630888E1,-4.368364811E-2,6.361865997E-2,3.946083784E-2
9.526108633E1,-2.246212959E-2,4.672813416E-2,3.677171469E-2
9.526586383E1,-2.143609524E-2,-1.431465149E-3,4.301345348E-2
9.527064128E1,-4.392266273E-3,-1.418590546E-2,7.348817587E-2
9.527541878E1,-1.654744148E-2,-2.742671967E-2,8.949464560E-2
9.528019623E1,-2.032458782E-2,-3.047275543E-2,1.230834723E-1
9.528497373E1,-3.127300739E-2,-3.845214844E-3,1.753342748E-1
9.528975117E1,-3.029549122E-2,-7.704734802E-3,2.212966681E-1
9.529452867E1,5.169510841E-3,-1.569271088E-2,2.292819023E-1
9.529930612E1,6.112575531E-3,-1.057434082E-2,1.726420522E-1
9.530408357E1,-2.435541153E-2,1.998329163E-2,1.460500956E-1
9.530886107E1,-4.229426384E-3,3.541851044E-2,1.264860034E-1
9.531363852E1,-3.097295761E-3,2.108097076E-2,-1.820743084E-3
9.531841602E1,-4.455053806E-2,2.882385254E-2,-8.612954617E-2
9.532319347E1,-9.578275681E-2,5.607509613E-2,-7.606393099E-2
9.532797097E1,-1.223843098E-1,7.240867615E-2,-1.196073890E-1
9.533274841E1,-1.020716429E-1,3.935718536E-2,-1.803030372E-1
9.533752591E1,-5.887567997E-2,2.429008484E-3,-1.677478552E-1
9.534230336E1,-2.796912193E-2,-1.698780060E-2,-1.780467927E-1
9.534708081E1,-1.556754112E-3,-2.910041809E-2,-2.179391384E-1
9.535185831E1,-1.537799835E-3,-1.854133606E-2,-2.492433786E-1
9.535663576E1,-3.827822208E-2,-1.218700409E-2,-2.333242595E-1
9.536141326E1,-9.198522568E-2,-5.397796631E-4,-1.739257574E-1
9.536619071E1,-1.334850788E-1,-3.290939331E-2,-1.280957758E-1
9.537096815E1,-1.391255856E-1,-5.019569397E-2,-1.045485139E-1
9.537574565E1,-9.256124496E-2,-4.778671265E-2,-5.604416132E-2
9.538052310E1,-2.808332443E-2,-3.949451447E-2,1.238471270E-2
9.538530060E1,1.989912987E-2,-1.702594757E-2,7.024019957E-2
9.539007805E1,6.825983524E-2,-1.251983643E-2,1.053057909E-1
9.539485555E1,7.304954529E-2,7.982254028E-3,1.194914579E-1
9.539963300E1,4.647767544E-2,3.426170349E-2,1.176399589E-1
9.540441050E1,5.954742432E-3,4.489994049E-2,1.100530624E-1
9.540918794E1,-3.667211533E-2,8.273410797E-2,8.933305740E-2
9.541396539E1,-9.090936184E-2,1.048097610E-1,4.208064079E-2
9.541874289E1,-1.015461683E-1,9.049987793E-2,3.076791763E-4
9.542352034E1,-8.910632133E-2,7.036304474E-2,-1.998585463E-2
9.542829784E1,-8.045089245E-2,7.707977295E-2,-2.669513226E-2
9.543307529E1,-4.165959358E-2,1.104354858E-1,-3.053581715E-2
9.543785279E1,-5.537867546E-3,1.114912033E-1,-1.901811361E-2
9.544263024E1,1.370215416E-2,9.712982178E-2,-3.205537796E-2
9.544740768E1,2.394866943E-2,8.942985535E-2,-2.663779259E-2
9.545218518E1,4.003107548E-2,3.848361969E-2,7.340908051E-4
9.545696263E1,5.842792988E-2,-4.918098450E-3,2.093797922E-2
9.546174013E1,6.597590446E-2,-4.440307617E-2,4.103064537E-2
9.546651758E1,9.136986732E-2,-7.998085022E-2,8.235651255E-2
9.547129508E1,1.076835394E-1,-1.111087799E-1,1.056103110E-1
9.547607253E1,1.328700781E-1,-1.247673035E-1,1.229819655E-1
9.548085003E1,1.064442396E-1,-1.092157364E-1,1.178883314E-1
9.548562748E1,8.385360241E-2,-7.600021362E-2,1.142454743E-1
9.549040492E1,6.093108654E-2,-6.026744843E-2,8.951139450E-2
9.549518242E1,4.832434654E-2,-8.796310425E-2,8.518397808E-2
9.549995987E1,3.172385693E-2,-9.585380554E-2,6.092625856E-2
9.550473737E1,1.898777485E-2,-1.001033783E-1,5.077499151E-2
9.550951482E1,-3.140330315E-3,-9.898281097E-2,3.661769629E-2
9.551429232E1,-2.089405060E-2,-7.769966125E-2,2.562117577E-2
9.551906977E1,-7.477271557E-2,-2.161312103E-2,1.110732555E-3
9.552384722E1,-7.546353340E-2,-2.533531189E-2,-2.367752790E-2
9.552862472E1,-8.686387539E-2,-4.683113098E-2,-2.983337641E-2
9.553340216E1,-7.520771027E-2,-4.801940918E-2,-3.822845221E-2
9.553817966E1,-3.101897240E-2,-3.851795197E-2,-4.893350601E-2
9.554295711E1,-6.207823753E-3,-3.562927246E-2,-5.119729042E-2
9.554773461E1,-1.601302624E-2,-2.030754089E-2,-3.563576937E-2
9.555251206E1,2.111506462E-2,-2.647590637E-2,-1.185846329E-2
9.555728956E1,3.120970726E-2,-4.386615753E-2,1.762264967E-2
9.556206701E1,1.398301125E-2,-3.559207916E-2,4.092568159E-2
9.556684446E1,2.248406410E-3,-2.738094330E-2,6.932270527E-2
9.557162196E1,-1.947641373E-2,-1.924037933E-2,9.276616573E-2
9.557639940E1,-5.112874508E-2,-2.127838135E-2,2.497613430E-2
9.558117690E1,-1.169649363E-1,-9.675979614E-3,-1.013713479E-1
9.558595435E1,-1.421698332E-1,8.333206177E-3,-4.321849346E-2
9.559073185E1,-1.335247755E-1,-1.177024841E-2,-7.338982821E-2
9.559550930E1,-9.477162361E-2,-3.169822693E-2,-1.398518085E-1
9.560028675E1,-7.769727707E-2,-6.095886230E-2,-1.267508864E-1
9.560506425E1,-5.357825756E-2,-8.403015137E-2,-3.247183561E-2
9.560984170E1,-1.257061958E-2,-7.253837585E-2,3.865748644E-2
9.561461920E1,2.049171925E-2,-7.298278809E-2,1.038607955E-1
9.561939664E1,2.429890633E-2,-7.756423950E-2,1.852302551E-1
9.562417414E1,-1.993930340E-2,-4.592704773E-2,2.032773495E-1
9.562895159E1,-4.418098927E-2,-9.049987793E-2,1.770556569E-1
9.563372904E1,-3.620398045E-2,-1.869230270E-1,1.661409140E-1
9.563850654E1,-6.446087360E-2,-1.852645874E-1,1.383338571E-1
9.564328399E1,-6.219220161E-2,-1.527662277E-1,9.595811367E-2
9.564806149E1,-7.839906216E-2,-1.229209900E-1,5.148845911E-2
9.565283893E1,-7.674694061E-2,-6.544780731E-2,1.317143440E-2
9.565761643E1,-5.144023895E-2,-1.912879944E-2,-2.326542139E-2
9.566239388E1,-4.413926601E-2,5.292606354E-2,-3.066587448E-2
9.566717138E1,-5.532062054E-2,1.048202515E-1,-4.073947668E-2
9.567194883E1,-4.689097404E-2,1.129856110E-1,2.926230431E-3
9.567672628E1,-6.882703304E-2,1.359205246E-1,4.239487648E-2
9.568150378E1,-5.019927025E-2,1.379203796E-1,7.249426842E-2
9.568628123E1,-1.398563385E-2,1.286201477E-1,8.811682463E-2
9.569105873E1,1.951444149E-2,1.176052094E-1,1.250303984E-1
9.569583617E1,1.776242256E-2,1.049013138E-1,1.498992443E-1
9.570061367E1,1.010727882E-2,7.746315002E-2,1.800903678E-1
9.570539112E1,3.747570515E-2,8.167552948E-2,1.977219582E-1
9.571016862E1,3.788197041E-2,7.100963593E-2,2.069913149E-1
9.571494607E1,3.236818314E-2,2.780246735E-2,1.996510625E-1
9.571972352E1,6.782531738E-3,-1.088142395E-2,1.799572110E-1
9.572450102E1,1.766347885E-2,-5.872249603E-2,1.604252458E-1
9.572927847E1,8.233547211E-3,-8.837985992E-2,1.571030617E-1
9.573405597E1,-3.426432610E-3,-8.218002319E-2,1.626482606E-1
9.573883341E1,-2.577066422E-3,-8.672332764E-2,1.699690223E-1
9.574361091E1,-3.078937531E-2,-9.300708771E-2,1.636317968E-1
9.574838836E1,-2.497982979E-2,-8.263587952E-2,1.472973824E-1
9.575316586E1,-3.883767128E-2,-6.761360168E-2,1.399732828E-1
9.575794331E1,-4.658091068E-2,-2.719020844E-2,1.356318593E-1
9.576272076E1,-6.614410877E-2,-1.677513123E-2,1.242862940E-1
9.576749826E1,-6.845021248E-2,-2.782821655E-2,1.148686409E-1
9.577227570E1,-3.682887554E-2,-2.038002014E-2,1.055503488E-1
9.577705320E1,-3.112196922E-3,-1.893234253E-2,9.100812674E-2
9.578183065E1,1.912903786E-2,-6.205558777E-3,8.543097973E-2
9.578660815E1,2.282047272E-2,1.828670502E-2,7.337409258E-2
9.579138560E1,3.610086441E-2,3.607463837E-2,6.380093098E-2
9.579616305E1,2.432215214E-2,5.787086487E-2,6.127232313E-2
9.580094055E1,4.394412041E-3,7.415962219E-2,5.163025856E-2
9.580571800E1,-1.663732529E-2,8.911132812E-2,6.812876463E-2
9.581049550E1,-2.216362953E-2,1.021471024E-1,6.180846691E-2
9.581527294E1,-4.792523384E-2,1.008224487E-1,4.768508673E-2
9.582005044E1,-6.881213188E-2,1.083917618E-1,4.371970892E-2
9.582482789E1,-6.411814690E-2,1.081695557E-1,3.734213114E-2
9.582960539E1,-8.090853691E-2,9.429264069E-2,2.675575018E-2
9.583438284E1,-6.023025513E-2,9.358596802E-2,1.664716005E-2
9.583916029E1,-5.112361908E-2,7.210350037E-2,1.598501205E-2
9.584393779E1,-4.566979408E-2,4.428577423E-2,1.270943880E-2
9.584871524E1,-5.279564857E-2,4.931926727E-2,1.167857647E-2
9.585349274E1,-3.680014610E-2,4.126071930E-2,3.117400408E-2
9.585827018E1,-2.513742447E-2,5.105876923E-2,4.511517286E-2
9.586304768E1,-8.833169937E-3,5.604839325E-2,5.507695675E-2
9.586782513E1,-9.830951691E-3,7.702350616E-2,9.219712019E-2
9.587260263E1,-1.317095757E-2,7.469463348E-2,9.459614754E-2
9.587738008E1,-1.163268089E-2,6.350994110E-2,1.384561658E-1
9.588215753E1,-2.616024017E-2,5.181407928E-2,1.589007378E-1
9.588693503E1,-1.318502426E-2,3.370761871E-2,2.017508149E-1
9.589171248E1,-2.403831482E-2,1.693630219E-2,2.330640554E-1
9.589648998E1,-1.694607735E-2,1.496315002E-3,2.547085285E-1
9.590126742E1,-5.868673325E-3,-1.028251648E-2,2.863402963E-1
9.590604492E1,-6.229162216E-3,-2.079486847E-2,3.064562678E-1
9.591082237E1,8.238554001E-3,-3.774929047E-2,3.294441700E-1
9.591559987E1,1.910281181E-2,-4.150867462E-2,3.399932384E-1
9.592037732E1,3.362321854E-2,-6.182670593E-2,3.365057111E-1
9.592515477E1,2.861070633E-2,-6.715011597E-2,3.247789741E-1
9.592993227E1,-2.197885513E-2,-4.280281067E-2,2.290118337E-1
9.593470972E1,-5.022072792E-2,-3.352546692E-2,1.920437217E-1
9.593948722E1,-4.438281059E-2,-7.356643677E-2,1.323997378E-1
9.594426466E1,-1.054024696E-2,-1.108722687E-1,4.493737221E-2
9.594904216E1,8.175611496E-3,-8.023166656E-2,-4.605174065E-3
9.595381961E1,4.784107208E-3,-5.694675446E-2,-6.486177444E-4
9.595859711E1,1.024222374E-2,-4.809379578E-2,4.756516218E-2
9.596337456E1,1.751708984E-2,-4.642295837E-2,6.463694572E-2
9.596815201E1,1.051950455E-2,-4.714584351E-2,-6.037473679E-3
9.597292951E1,-3.185224533E-2,-3.773784637E-2,-6.729179621E-2
9.597770696E1,-9.417843819E-2,-4.443836212E-2,-9.032773972E-2
9.598248446E1,-1.561734676E-1,-4.043006897E-2,-1.276502013E-1
9.598726190E1,-1.638429165E-1,-1.157283783E-2,-1.522621214E-1
9.599203940E1,-1.667871475E-1,-2.982330322E-2,-1.537746191E-1
9.599681685E1,-1.282441616E-1,-2.183437347E-2,-1.374625266E-1
9.600159435E1,-1.101295948E-1,-1.568603516E-2,-1.027358770E-1
9.600637180E1,-8.207178116E-2,-4.162693024E-2,-8.424079418E-2
9.601114925E1,-3.468394279E-2,-4.127311707E-2,-3.117436171E-2
9.601592675E1,-1.966881752E-2,-3.499603271E-2,-2.597510815E-3
9.602070420E1,-1.417183876E-2,-4.774951935E-2,4.085069895E-2
9.602548170E1,-8.005857468E-3,-4.614353180E-2,6.454443932E-2
9.603025914E1,-3.209161758E-2,-2.675533295E-2,8.587056398E-2
9.603503664E1,-5.666422844E-2,-3.009319305E-2,8.807641268E-2
9.603981409E1,-7.154583931E-2,-2.925300598E-2,6.062948704E-2
9.604459159E1,-1.083045006E-1,-2.605247498E-2,1.552534103E-2
9.604936904E1,-1.146163940E-1,-1.518344879E-2,-1.330101490E-2
9.605414649E1,-9.841465950E-2,-1.092910767E-2,-5.407822132E-2
9.605892399E1,-9.727168083E-2,-1.145744324E-2,-8.112728596E-2
9.606370143E1,-8.681201935E-2,3.428459167E-3,-8.636671305E-2
9.606847893E1,-9.896183014E-2,2.532768250E-2,-9.889161587E-2
9.607325638E1,-8.503508568E-2,1.203250885E-2,-1.062536240E-1
9.607803388E1,-7.063531876E-2,3.444385529E-2,-9.761691093E-2
9.608281133E1,-7.364463806E-2,1.869678497E-2,-9.039998055E-2
9.608758883E1,-4.175496101E-2,-5.073547363E-4,-8.147025108E-2
9.609236628E1,-8.860111237E-3,-1.835250854E-2,-5.353152752E-2
9.609714373E1,6.689071655E-3,-2.653121948E-2,-3.406196833E-2
9.610192123E1,2.741694450E-2,-2.635478973E-2,-2.169620991E-2
9.610669867E1,2.732491493E-2,-3.920841217E-2,-2.285659313E-3
9.611147617E1,2.371978760E-2,-3.118133545E-2,1.637816429E-2
9.611625362E1,6.604194641E-4,-1.550006866E-2,2.854007483E-2
9.612103112E1,-2.140522003E-3,-2.548408508E-2,2.168607712E-2
9.612580857E1,-1.797246933E-2,-3.302097321E-2,1.961112022E-3
9.613058602E1,-1.825952530E-2,-2.507781982E-2,-1.753425598E-2
9.613536352E1,-2.508974075E-2,-1.424503326E-2,-2.964651585E-2
9.614014097E1,-1.704907417E-2,-1.062965393E-2,-4.155611992E-2
9.614491847E1,-4.335880280E-3,-8.828163147E-3,-5.332088470E-2
9.614969591E1,-6.002187729E-3,3.026962280E-3,-4.408603907E-2
9.615447341E1,-1.357245445E-2,5.290985107E-3,-6.808912754E-2
9.615925086E1,-1.457977295E-2,9.905815125E-3,-6.581377983E-2
9.616402836E1,-1.135659218E-2,1.864433289E-2,-7.294383645E-2
9.616880581E1,-2.002239227E-2,4.332065582E-2,-8.107972145E-2
9.617358331E1,-3.712892532E-3,2.686214447E-2,-8.745890856E-2
9.617836076E1,-1.551532745E-2,1.882743835E-2,-8.609238267E-2
9.618313826E1,-2.004051208E-2,2.925968170E-2,-8.291774988E-2
9.618791571E1,-2.751421928E-2,2.655315399E-2,-6.734794378E-2
9.619269315E1,-2.725028992E-2,1.911163330E-2,-5.300348997E-2
9.619747065E1,-3.534269333E-2,1.823616028E-2,-1.038796902E-1
9.620224810E1,-2.742242813E-2,4.048061371E-2,-2.324435711E-1
9.620702560E1,-5.537724495E-2,4.889106750E-2,-1.412074268E-1
9.621180305E1,-5.714154243E-2,1.453876495E-2,-1.412042975E-1
9.621658055E1,-3.466677666E-2,-5.282402039E-3,-1.334161162E-1
9.622135800E1,-4.200983047E-2,-1.958751678E-2,-1.293436587E-1
9.622613550E1,-5.456757545E-2,-9.444236755E-3,-1.732282341E-1
9.623091294E1,-7.012605667E-2,-9.504318237E-3,-1.472583115E-1
9.623569044E1,-2.103447914E-2,1.235294342E-2,-5.449610949E-2
9.624046789E1,4.773831367E-2,1.265430450E-2,-9.924471378E-3
9.624524534E1,1.047555208E-1,-7.198333740E-3,1.354557276E-2
9.625002284E1,1.174839735E-1,-2.331733704E-2,5.122005939E-2
9.625480029E1,1.088593006E-1,-3.039169312E-2,6.564772129E-2
9.625957779E1,8.023118973E-2,-2.612209320E-2,5.815798044E-2
9.626435524E1,3.877949715E-2,-2.665233612E-2,5.220395327E-2
9.626913274E1,1.009106636E-2,-4.650115967E-3,4.579281807E-2
9.627391018E1,-3.595829010E-3,-3.612518311E-3,2.115350962E-2
9.627868768E1,-1.433253288E-2,6.871223450E-3,1.583874226E-2
9.628346513E1,-1.976966858E-3,1.724815369E-2,1.277709007E-2
9.628824258E1,4.464745522E-2,8.555412292E-3,2.087396383E-2
9.629302008E1,7.547926903E-2,1.714897156E-2,3.117096424E-2
9.629779753E1,9.595179558E-2,1.914119720E-2,3.904116154E-2
9.630257503E1,8.540356159E-2,2.348613739E-2,4.742783308E-2
9.630735248E1,8.337306976E-2,4.265022278E-2,6.177490950E-2
9.631212998E1,7.012593746E-2,5.512142181E-2,4.781508446E-2
9.631690742E1,4.809296131E-2,4.908657074E-2,4.427635670E-2
9.632168487E1,4.353117943E-2,6.327724457E-2,1.432025433E-2
9.632646237E1,2.595114708E-2,4.412460327E-2,-2.000945807E-2
9.633123987E1,1.740622520E-2,5.892944336E-2,-3.898608685E-2
9.633601732E1,6.016731262E-3,4.751586914E-2,-6.011182070E-2
9.634079477E1,-1.243948936E-2,3.737258911E-2,-7.803237438E-2
9.634557227E1,-3.557848930E-2,3.916263580E-2,-1.029439867E-1
9.635034972E1,-1.823472977E-2,2.668762207E-2,-1.133787930E-1
9.635512722E1,-2.952337265E-2,8.010864258E-5,-1.101403534E-1
9.635990466E1,-2.590250969E-2,9.756088257E-4,-9.915643930E-2
9.636468216E1,-2.708601952E-2,-1.110076904E-3,-9.056434035E-2
9.636945961E1,-3.423452377E-2,-6.145477295E-3,-9.107542038E-2
9.637423711E1,-5.181550980E-3,-1.886177063E-2,-7.493406534E-2
9.637901456E1,4.684925079E-4,-2.672767639E-2,-7.913967967E-2
9.638379206E1,2.502679825E-3,-6.650924683E-3,-9.811356664E-2
9.638856951E1,2.407741547E-2,-9.876251221E-3,-1.051298380E-1
9.639334696E1,2.342534065E-2,1.741409302E-3,-1.068549454E-1
9.639812446E1,2.870106697E-2,-1.461791992E-2,-1.198929846E-1
9.640290190E1,3.503370285E-2,-4.158020020E-3,-1.228840351E-1
9.640767940E1,4.607892036E-2,2.918243408E-4,-1.437118053E-1
9.641245685E1,4.750442505E-2,-5.379676819E-3,-1.467767358E-1
