"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.196038296E1,1.914375114E1,-3.577500153E1,-3.885000229E1
3.197038296E1,1.903125000E1,-3.547500229E1,-3.873750305E1
3.198038296E1,1.901250076E1,-3.532500076E1,-3.890625000E1
3.199038296E1,1.895625114E1,-3.526875305E1,-3.866250229E1
3.200038296E1,1.895625114E1,-3.536250305E1,-3.841875076E1
3.201038296E1,1.863750076E1,-3.478125000E1,-3.823125076E1
3.202038296E1,1.860000038E1,-3.508125305E1,-3.830625153E1
3.203038296E1,1.890000153E1,-3.532500076E1,-3.890625000E1
3.204038296E1,1.890000153E1,-3.553125000E1,-3.898125076E1
3.205038296E1,1.869375038E1,-3.551250076E1,-3.879375076E1
3.206038296E1,1.875000000E1,-3.543750000E1,-3.875625229E1
3.207038296E1,1.884375000E1,-3.560625076E1,-3.866250229E1
3.208038296E1,1.891875076E1,-3.568125153E1,-3.862500000E1
3.209038296E1,1.910625076E1,-3.611250305E1,-3.886875153E1
3.210038296E1,1.918125153E1,-3.603750229E1,-3.870000076E1
3.211038296E1,1.901250076E1,-3.573750305E1,-3.800625229E1
3.212038296E1,1.920000076E1,-3.564375305E1,-3.813750076E1
3.213038296E1,1.905000114E1,-3.573750305E1,-3.885000229E1
3.214038296E1,1.901250076E1,-3.607500076E1,-3.860625076E1
3.215038296E1,1.908750153E1,-3.594375229E1,-3.856875229E1
3.216038296E1,1.905000114E1,-3.594375229E1,-3.856875229E1
3.217038296E1,1.920000076E1,-3.603750229E1,-3.855000305E1
3.218038296E1,1.931250000E1,-3.592500305E1,-3.875625229E1
3.219038296E1,1.916250038E1,-3.590625000E1,-3.901875305E1
3.220038296E1,1.897500038E1,-3.601875305E1,-3.920625305E1
3.221038296E1,1.951875114E1,-3.577500153E1,-3.875625229E1
3.222038296E1,1.950000000E1,-3.579375076E1,-3.886875153E1
3.223038296E1,1.966875076E1,-3.581250000E1,-3.911250305E1
3.224038296E1,1.974375153E1,-3.579375076E1,-3.926250076E1
3.225038296E1,1.963125038E1,-3.570000076E1,-3.911250305E1
3.226038296E1,1.936875153E1,-3.585000229E1,-3.877500153E1
3.227038296E1,1.965000153E1,-3.540000153E1,-3.868125153E1
3.228038296E1,1.966875076E1,-3.519375229E1,-3.811875153E1
3.229038296E1,1.965000153E1,-3.534375000E1,-3.813750076E1
3.230038296E1,1.963125038E1,-3.519375229E1,-3.810000229E1
3.231038296E1,1.944375038E1,-3.506250000E1,-3.783750153E1
3.232038296E1,1.933125114E1,-3.500625229E1,-3.766875076E1
3.233038296E1,1.920000076E1,-3.515625000E1,-3.753750229E1
3.234038296E1,1.918125153E1,-3.496875000E1,-3.778125000E1
3.235038296E1,1.908750153E1,-3.526875305E1,-3.774375153E1
3.236038296E1,1.886250114E1,-3.536250305E1,-3.806250000E1
3.237038296E1,1.871250153E1,-3.555000305E1,-3.802500153E1
3.238038296E1,1.871250153E1,-3.545625305E1,-3.817500305E1
3.239038296E1,1.878750038E1,-3.564375305E1,-3.810000229E1
3.240038296E1,1.882500076E1,-3.555000305E1,-3.798750305E1
3.241038296E1,1.901250076E1,-3.541875076E1,-3.815625000E1
3.242038296E1,1.901250076E1,-3.538125229E1,-3.796875000E1
3.243038296E1,1.884375000E1,-3.551250076E1,-3.793125153E1
3.244038296E1,1.903125000E1,-3.526875305E1,-3.781875229E1
3.245038296E1,1.905000114E1,-3.519375229E1,-3.793125153E1
3.246038296E1,1.861875153E1,-3.545625305E1,-3.785625076E1
3.247038296E1,1.848750114E1,-3.545625305E1,-3.798750305E1
3.248038296E1,1.845000076E1,-3.549375153E1,-3.808125305E1
3.249038296E1,1.818750000E1,-3.553125000E1,-3.789375305E1
3.250038296E1,1.815000153E1,-3.555000305E1,-3.795000076E1
3.251038296E1,1.830000114E1,-3.553125000E1,-3.787500000E1
3.252038296E1,1.824375153E1,-3.603750229E1,-3.780000305E1
3.253038296E1,1.833750153E1,-3.596250153E1,-3.772500229E1
3.254038296E1,1.854375076E1,-3.594375229E1,-3.793125153E1
3.255038296E1,1.854375076E1,-3.586875153E1,-3.793125153E1
3.256038296E1,1.863750076E1,-3.598125076E1,-3.808125305E1
3.257038296E1,1.876875114E1,-3.600000000E1,-3.836250305E1
3.258038296E1,1.880625153E1,-3.592500305E1,-3.845625305E1
3.259038296E1,1.867500114E1,-3.616875076E1,-3.879375076E1
3.260038296E1,1.878750038E1,-3.586875153E1,-3.907500076E1
3.261038296E1,1.880625153E1,-3.586875153E1,-3.931875229E1
3.262038296E1,1.912500000E1,-3.575625229E1,-3.935625076E1
3.263038296E1,1.905000114E1,-3.588750076E1,-3.941250229E1
3.264038296E1,1.888125038E1,-3.581250000E1,-3.918750000E1
3.265038296E1,1.905000114E1,-3.585000229E1,-3.931875229E1
3.266038296E1,1.933125114E1,-3.601875305E1,-3.941250229E1
3.267038296E1,1.923750114E1,-3.579375076E1,-3.918750000E1
3.268038296E1,1.916250038E1,-3.555000305E1,-3.894375229E1
3.269038296E1,1.908750153E1,-3.551250076E1,-3.877500153E1
3.270038296E1,1.893750000E1,-3.534375000E1,-3.866250229E1
3.271038296E1,1.906875038E1,-3.541875076E1,-3.866250229E1
3.272038296E1,1.906875038E1,-3.545625305E1,-3.898125076E1
3.273038296E1,1.893750000E1,-3.525000000E1,-3.894375229E1
3.274038296E1,1.882500076E1,-3.526875305E1,-3.881250000E1
3.275038296E1,1.925625038E1,-3.543750000E1,-3.903750229E1
3.276038296E1,1.931250000E1,-3.562500000E1,-3.943125153E1
3.277038296E1,1.893750000E1,-3.551250076E1,-3.937500000E1
3.278038296E1,1.890000153E1,-3.555000305E1,-3.918750000E1
3.279038296E1,1.910625076E1,-3.534375000E1,-3.924375153E1
3.280038296E1,1.925625038E1,-3.504375076E1,-3.905625153E1
3.281038296E1,1.921875000E1,-3.495000076E1,-3.890625000E1
3.282038296E1,1.925625038E1,-3.495000076E1,-3.898125076E1
3.283038296E1,1.916250038E1,-3.459375000E1,-3.879375076E1
3.284038296E1,1.918125153E1,-3.444375229E1,-3.864375305E1
3.285038296E1,1.929375076E1,-3.510000229E1,-3.890625000E1
3.286038296E1,1.955625153E1,-3.532500076E1,-3.881250000E1
3.287038296E1,1.920000076E1,-3.526875305E1,-3.886875153E1
3.288038296E1,1.921875000E1,-3.540000153E1,-3.896250153E1
3.289038296E1,1.910625076E1,-3.570000076E1,-3.888750076E1
3.290038296E1,1.901250076E1,-3.575625229E1,-3.901875305E1
3.291038296E1,1.884375000E1,-3.600000000E1,-3.883125305E1
3.292038296E1,1.893750000E1,-3.596250153E1,-3.898125076E1
3.293038296E1,1.916250038E1,-3.543750000E1,-3.879375076E1
3.294038296E1,1.910625076E1,-3.528750229E1,-3.901875305E1
3.295038296E1,1.903125000E1,-3.571875000E1,-3.905625153E1
3.296038296E1,1.905000114E1,-3.581250000E1,-3.916875076E1
3.297038296E1,1.903125000E1,-3.570000076E1,-3.924375153E1
3.298038296E1,1.918125153E1,-3.547500229E1,-3.905625153E1
3.299038296E1,1.903125000E1,-3.530625153E1,-3.946875000E1
3.300038296E1,1.884375000E1,-3.534375000E1,-3.916875076E1
3.301038296E1,1.863750076E1,-3.538125229E1,-3.890625000E1
3.302038296E1,1.837500000E1,-3.549375153E1,-3.875625229E1
3.303038296E1,1.861875153E1,-3.525000000E1,-3.858750153E1
3.304038296E1,1.846875000E1,-3.549375153E1,-3.838125229E1
3.305038296E1,1.890000153E1,-3.558750153E1,-3.810000229E1
3.306038296E1,1.876875114E1,-3.590625000E1,-3.817500305E1
3.307038296E1,1.888125038E1,-3.592500305E1,-3.823125076E1
3.308038296E1,1.875000000E1,-3.605625153E1,-3.826875305E1
3.309038296E1,1.897500038E1,-3.611250305E1,-3.838125229E1
3.310038296E1,1.903125000E1,-3.601875305E1,-3.858750153E1
3.311038296E1,1.895625114E1,-3.592500305E1,-3.871875000E1
3.312038296E1,1.897500038E1,-3.575625229E1,-3.892500305E1
3.313038296E1,1.854375076E1,-3.568125153E1,-3.924375153E1
3.314038296E1,1.843125153E1,-3.530625153E1,-3.905625153E1
3.315038296E1,1.848750114E1,-3.551250076E1,-3.860625076E1
3.316038296E1,1.863750076E1,-3.566250229E1,-3.858750153E1
3.317038296E1,1.846875000E1,-3.556875229E1,-3.875625229E1
3.318038296E1,1.873125076E1,-3.560625076E1,-3.849375153E1
3.319038296E1,1.878750038E1,-3.556875229E1,-3.888750076E1
3.320038296E1,1.903125000E1,-3.558750153E1,-3.862500000E1
3.321038296E1,1.888125038E1,-3.560625076E1,-3.849375153E1
3.322038296E1,1.899375153E1,-3.609375000E1,-3.836250305E1
3.323038296E1,1.893750000E1,-3.586875153E1,-3.873750305E1
3.324038296E1,1.897500038E1,-3.596250153E1,-3.860625076E1
3.325038296E1,1.914375114E1,-3.609375000E1,-3.832500076E1
3.326038296E1,1.901250076E1,-3.605625153E1,-3.868125153E1
3.327038296E1,1.905000114E1,-3.590625000E1,-3.806250000E1
3.328038296E1,1.891875076E1,-3.577500153E1,-3.800625229E1
3.329038296E1,1.906875038E1,-3.577500153E1,-3.796875000E1
3.330038296E1,1.878750038E1,-3.556875229E1,-3.815625000E1
3.331038296E1,1.895625114E1,-3.571875000E1,-3.791250229E1
3.332038296E1,1.895625114E1,-3.556875229E1,-3.789375305E1
3.333038296E1,1.920000076E1,-3.523125076E1,-3.796875000E1
3.334038296E1,1.908750153E1,-3.523125076E1,-3.791250229E1
3.335038296E1,1.918125153E1,-3.566250229E1,-3.798750305E1
3.336038296E1,1.912500000E1,-3.575625229E1,-3.804375076E1
3.337038296E1,1.920000076E1,-3.579375076E1,-3.798750305E1
3.338038296E1,1.944375038E1,-3.577500153E1,-3.821250153E1
3.339038296E1,1.972500038E1,-3.566250229E1,-3.802500153E1
3.340038296E1,1.974375153E1,-3.549375153E1,-3.836250305E1
3.341038296E1,1.950000000E1,-3.570000076E1,-3.838125229E1
3.342038296E1,1.946250153E1,-3.568125153E1,-3.834375000E1
3.343038296E1,1.927500153E1,-3.571875000E1,-3.832500076E1
3.344038296E1,1.910625076E1,-3.579375076E1,-3.849375153E1
3.345038296E1,1.942500114E1,-3.586875153E1,-3.840000153E1
3.346038296E1,1.948125076E1,-3.588750076E1,-3.838125229E1
3.347038296E1,1.940625000E1,-3.613125229E1,-3.896250153E1
3.348038296E1,1.940625000E1,-3.622500229E1,-3.879375076E1
3.349038296E1,1.938750076E1,-3.615000153E1,-3.890625000E1
3.350038296E1,1.927500153E1,-3.639375305E1,-3.915000153E1
3.351038296E1,1.944375038E1,-3.643125153E1,-3.909375000E1
3.352038296E1,1.948125076E1,-3.639375305E1,-3.898125076E1
3.353038296E1,1.940625000E1,-3.641250229E1,-3.896250153E1
3.354038296E1,1.936875153E1,-3.635625076E1,-3.881250000E1
3.355038296E1,1.920000076E1,-3.643125153E1,-3.847500229E1
3.356038296E1,1.912500000E1,-3.616875076E1,-3.810000229E1
3.357038296E1,1.910625076E1,-3.665625000E1,-3.849375153E1
3.358038296E1,1.912500000E1,-3.645000076E1,-3.825000000E1
3.359038296E1,1.901250076E1,-3.620625305E1,-3.825000000E1
3.360038296E1,1.912500000E1,-3.630000305E1,-3.821250153E1
3.361038296E1,1.897500038E1,-3.631875229E1,-3.832500076E1
3.362038296E1,1.914375114E1,-3.631875229E1,-3.823125076E1
3.363038296E1,1.925625038E1,-3.609375000E1,-3.819375229E1
3.364038296E1,1.923750114E1,-3.639375305E1,-3.847500229E1
3.365038296E1,1.936875153E1,-3.603750229E1,-3.796875000E1
3.366038296E1,1.959375000E1,-3.622500229E1,-3.796875000E1
3.367038296E1,1.933125114E1,-3.661875153E1,-3.832500076E1
3.368038296E1,1.944375038E1,-3.650625229E1,-3.843750000E1
3.369038296E1,1.963125038E1,-3.646875000E1,-3.834375000E1
3.370038296E1,1.966875076E1,-3.667500305E1,-3.815625000E1
3.371038296E1,1.944375038E1,-3.682500076E1,-3.826875305E1
3.372038296E1,1.953750038E1,-3.665625000E1,-3.840000153E1
3.373038296E1,1.944375038E1,-3.676875305E1,-3.828750229E1
3.374038296E1,1.944375038E1,-3.648750305E1,-3.828750229E1
3.375038296E1,1.965000153E1,-3.615000153E1,-3.804375076E1
3.376038296E1,1.944375038E1,-3.620625305E1,-3.780000305E1
3.377038296E1,1.933125114E1,-3.660000229E1,-3.791250229E1
3.378038296E1,1.901250076E1,-3.658125305E1,-3.811875153E1
3.379038296E1,1.912500000E1,-3.641250229E1,-3.798750305E1
3.380038296E1,1.929375076E1,-3.671250153E1,-3.776250076E1
3.381038296E1,1.916250038E1,-3.639375305E1,-3.763125229E1
3.382038296E1,1.886250114E1,-3.631875229E1,-3.770625305E1
3.383038296E1,1.890000153E1,-3.628125000E1,-3.780000305E1
3.384038296E1,1.895625114E1,-3.633750153E1,-3.802500153E1
3.385038296E1,1.890000153E1,-3.605625153E1,-3.828750229E1
3.386038296E1,1.895625114E1,-3.575625229E1,-3.826875305E1
3.387038296E1,1.893750000E1,-3.600000000E1,-3.806250000E1
3.388038296E1,1.860000038E1,-3.596250153E1,-3.810000229E1
3.389038296E1,1.882500076E1,-3.620625305E1,-3.826875305E1
3.390038296E1,1.933125114E1,-3.637500000E1,-3.808125305E1
3.391038296E1,1.935000038E1,-3.641250229E1,-3.793125153E1
3.392038296E1,1.938750076E1,-3.616875076E1,-3.780000305E1
3.393038296E1,1.950000000E1,-3.596250153E1,-3.738750076E1
3.394038296E1,1.972500038E1,-3.609375000E1,-3.746250153E1
3.395038296E1,1.968750000E1,-3.568125153E1,-3.765000153E1
3.396038296E1,1.991250038E1,-3.560625076E1,-3.785625076E1
3.397038296E1,1.993125153E1,-3.573750305E1,-3.763125229E1
3.398038296E1,1.985625076E1,-3.579375076E1,-3.772500229E1
3.399038296E1,1.959375000E1,-3.588750076E1,-3.780000305E1
3.400038296E1,1.946250153E1,-3.618750000E1,-3.795000076E1
3.401038296E1,1.920000076E1,-3.648750305E1,-3.851250076E1
3.402038296E1,1.895625114E1,-3.667500305E1,-3.828750229E1
3.403038296E1,1.891875076E1,-3.690000153E1,-3.858750153E1
3.404038296E1,1.880625153E1,-3.676875305E1,-3.845625305E1
3.405038296E1,1.860000038E1,-3.663750076E1,-3.866250229E1
3.406038296E1,1.846875000E1,-3.682500076E1,-3.830625153E1
3.407038296E1,1.876875114E1,-3.654375076E1,-3.821250153E1
3.408038296E1,1.912500000E1,-3.639375305E1,-3.825000000E1
3.409038296E1,1.935000038E1,-3.607500076E1,-3.808125305E1
3.410038296E1,1.957500076E1,-3.596250153E1,-3.811875153E1
3.411038296E1,1.957500076E1,-3.598125076E1,-3.751875305E1
3.412038296E1,1.965000153E1,-3.588750076E1,-3.759375000E1
3.413038296E1,1.976250076E1,-3.585000229E1,-3.780000305E1
3.414038296E1,1.970625114E1,-3.566250229E1,-3.800625229E1
3.415038296E1,1.966875076E1,-3.573750305E1,-3.789375305E1
3.416038296E1,1.963125038E1,-3.583125305E1,-3.776250076E1
3.417038296E1,1.929375076E1,-3.586875153E1,-3.750000000E1
3.418038296E1,1.905000114E1,-3.650625229E1,-3.806250000E1
3.419038296E1,1.916250038E1,-3.686250305E1,-3.849375153E1
3.420038296E1,1.905000114E1,-3.710625076E1,-3.826875305E1
3.421038296E1,1.893750000E1,-3.706875229E1,-3.823125076E1
3.422038296E1,1.890000153E1,-3.712500000E1,-3.821250153E1
3.423038296E1,1.901250076E1,-3.714375305E1,-3.845625305E1
3.424038296E1,1.899375153E1,-3.716250229E1,-3.866250229E1
3.425038296E1,1.916250038E1,-3.736875153E1,-3.881250000E1
3.426038296E1,1.912500000E1,-3.695625305E1,-3.849375153E1
3.427038296E1,1.899375153E1,-3.671250153E1,-3.836250305E1
3.428038296E1,1.893750000E1,-3.676875305E1,-3.836250305E1
3.429038296E1,1.936875153E1,-3.695625305E1,-3.858750153E1
3.430038296E1,1.931250000E1,-3.690000153E1,-3.879375076E1
3.431038296E1,1.929375076E1,-3.693750000E1,-3.868125153E1
3.432038296E1,1.890000153E1,-3.669375229E1,-3.871875000E1
3.433038296E1,1.918125153E1,-3.658125305E1,-3.851250076E1
3.434038296E1,1.912500000E1,-3.645000076E1,-3.832500076E1
3.435038296E1,1.925625038E1,-3.645000076E1,-3.836250305E1
3.436038296E1,1.927500153E1,-3.669375229E1,-3.873750305E1
3.437038296E1,1.910625076E1,-3.665625000E1,-3.870000076E1
3.438038296E1,1.914375114E1,-3.673125076E1,-3.855000305E1
3.439038296E1,1.914375114E1,-3.716250229E1,-3.900000000E1
3.440038296E1,1.936875153E1,-3.729375076E1,-3.864375305E1
3.441038296E1,1.929375076E1,-3.725625229E1,-3.888750076E1
3.442038296E1,1.950000000E1,-3.706875229E1,-3.892500305E1
3.443038296E1,1.950000000E1,-3.682500076E1,-3.877500153E1
3.444038296E1,1.944375038E1,-3.648750305E1,-3.858750153E1
3.445038296E1,1.942500114E1,-3.646875000E1,-3.823125076E1
3.446038296E1,1.931250000E1,-3.631875229E1,-3.834375000E1
3.447038296E1,1.925625038E1,-3.583125305E1,-3.804375076E1
3.448038296E1,1.935000038E1,-3.592500305E1,-3.840000153E1
3.449038296E1,1.920000076E1,-3.616875076E1,-3.826875305E1
3.450038296E1,1.923750114E1,-3.613125229E1,-3.841875076E1
3.451038296E1,1.944375038E1,-3.639375305E1,-3.830625153E1
3.452038296E1,1.955625153E1,-3.620625305E1,-3.819375229E1
3.453038296E1,1.938750076E1,-3.605625153E1,-3.828750229E1
3.454038296E1,1.938750076E1,-3.633750153E1,-3.855000305E1
3.455038296E1,1.935000038E1,-3.652500153E1,-3.832500076E1
3.456038296E1,1.927500153E1,-3.686250305E1,-3.826875305E1
3.457038296E1,1.918125153E1,-3.676875305E1,-3.832500076E1
3.458038296E1,1.912500000E1,-3.705000305E1,-3.821250153E1
3.459038296E1,1.884375000E1,-3.735000229E1,-3.821250153E1
3.460038296E1,1.890000153E1,-3.744375229E1,-3.838125229E1
3.461038296E1,1.903125000E1,-3.753750229E1,-3.836250305E1
3.462038296E1,1.910625076E1,-3.738750076E1,-3.791250229E1
3.463038296E1,1.925625038E1,-3.720000076E1,-3.791250229E1
3.464038296E1,1.920000076E1,-3.675000000E1,-3.789375305E1
3.465038296E1,1.936875153E1,-3.633750153E1,-3.802500153E1
3.466038296E1,1.940625000E1,-3.646875000E1,-3.789375305E1
3.467038296E1,1.936875153E1,-3.607500076E1,-3.795000076E1
3.468038296E1,1.935000038E1,-3.624375153E1,-3.783750153E1
3.469038296E1,1.935000038E1,-3.611250305E1,-3.802500153E1
3.470038296E1,1.942500114E1,-3.609375000E1,-3.825000000E1
3.471038296E1,1.936875153E1,-3.620625305E1,-3.819375229E1
3.472038296E1,1.940625000E1,-3.639375305E1,-3.800625229E1
3.473038296E1,1.927500153E1,-3.682500076E1,-3.785625076E1
3.474038296E1,1.936875153E1,-3.658125305E1,-3.787500000E1
3.475038296E1,1.923750114E1,-3.663750076E1,-3.806250000E1
3.476038296E1,1.920000076E1,-3.658125305E1,-3.806250000E1
3.477038296E1,1.912500000E1,-3.654375076E1,-3.791250229E1
3.478038296E1,1.899375153E1,-3.650625229E1,-3.783750153E1
3.479038296E1,1.871250153E1,-3.661875153E1,-3.793125153E1
3.480038296E1,1.878750038E1,-3.641250229E1,-3.800625229E1
3.481038296E1,1.875000000E1,-3.637500000E1,-3.795000076E1
3.482038296E1,1.846875000E1,-3.628125000E1,-3.798750305E1
3.483038296E1,1.860000038E1,-3.633750153E1,-3.789375305E1
3.484038296E1,1.865625000E1,-3.633750153E1,-3.783750153E1
3.485038296E1,1.873125076E1,-3.628125000E1,-3.795000076E1
3.486038296E1,1.893750000E1,-3.613125229E1,-3.804375076E1
3.487038296E1,1.936875153E1,-3.600000000E1,-3.810000229E1
3.488038296E1,1.938750076E1,-3.577500153E1,-3.793125153E1
3.489038296E1,1.927500153E1,-3.568125153E1,-3.789375305E1
3.490038296E1,1.953750038E1,-3.570000076E1,-3.802500153E1
3.491038296E1,1.935000038E1,-3.581250000E1,-3.804375076E1
3.492038296E1,1.944375038E1,-3.603750229E1,-3.821250153E1
3.493038296E1,1.936875153E1,-3.616875076E1,-3.781875229E1
3.494038296E1,1.936875153E1,-3.622500229E1,-3.768750000E1
3.495038296E1,1.916250038E1,-3.615000153E1,-3.768750000E1
3.496038296E1,1.916250038E1,-3.646875000E1,-3.776250076E1
3.497038296E1,1.933125114E1,-3.628125000E1,-3.793125153E1
3.498038296E1,1.929375076E1,-3.628125000E1,-3.802500153E1
3.499038296E1,1.936875153E1,-3.618750000E1,-3.811875153E1
3.500038296E1,1.948125076E1,-3.635625076E1,-3.828750229E1
3.501038296E1,1.933125114E1,-3.620625305E1,-3.843750000E1
3.502038296E1,1.921875000E1,-3.618750000E1,-3.849375153E1
3.503038296E1,1.906875038E1,-3.643125153E1,-3.855000305E1
3.504038296E1,1.910625076E1,-3.620625305E1,-3.836250305E1
3.505038296E1,1.906875038E1,-3.624375153E1,-3.806250000E1
3.506038296E1,1.929375076E1,-3.633750153E1,-3.785625076E1
3.507038296E1,1.933125114E1,-3.615000153E1,-3.795000076E1
3.508038296E1,1.923750114E1,-3.573750305E1,-3.750000000E1
3.509038296E1,1.936875153E1,-3.611250305E1,-3.791250229E1
3.510038296E1,1.970625114E1,-3.656250000E1,-3.853125000E1
3.511038296E1,1.983750153E1,-3.652500153E1,-3.841875076E1
3.512038296E1,1.972500038E1,-3.673125076E1,-3.862500000E1
3.513038296E1,1.963125038E1,-3.678750229E1,-3.888750076E1
3.514038296E1,1.948125076E1,-3.693750000E1,-3.886875153E1
3.515038296E1,1.940625000E1,-3.710625076E1,-3.855000305E1
3.516038296E1,1.948125076E1,-3.706875229E1,-3.890625000E1
3.517038296E1,1.948125076E1,-3.675000000E1,-3.855000305E1
3.518038296E1,1.903125000E1,-3.622500229E1,-3.802500153E1
3.519038296E1,1.912500000E1,-3.624375153E1,-3.774375153E1
3.520038296E1,1.888125038E1,-3.667500305E1,-3.808125305E1
3.521038296E1,1.910625076E1,-3.678750229E1,-3.798750305E1
3.522038296E1,1.882500076E1,-3.663750076E1,-3.821250153E1
3.523038296E1,1.882500076E1,-3.654375076E1,-3.851250076E1
3.524038296E1,1.837500000E1,-3.678750229E1,-3.826875305E1
3.525038296E1,1.860000038E1,-3.695625305E1,-3.845625305E1
3.526038296E1,1.841250038E1,-3.718125153E1,-3.834375000E1
3.527038296E1,1.867500114E1,-3.746250153E1,-3.883125305E1
3.528038296E1,1.865625000E1,-3.699375153E1,-3.845625305E1
3.529038296E1,1.880625153E1,-3.706875229E1,-3.840000153E1
3.530038296E1,1.884375000E1,-3.695625305E1,-3.832500076E1
3.531038296E1,1.903125000E1,-3.735000229E1,-3.791250229E1
3.532038296E1,1.916250038E1,-3.716250229E1,-3.798750305E1
3.533038296E1,1.905000114E1,-3.705000305E1,-3.768750000E1
3.534038296E1,1.931250000E1,-3.695625305E1,-3.780000305E1
3.535038296E1,1.901250076E1,-3.656250000E1,-3.748125076E1
3.536038296E1,1.912500000E1,-3.658125305E1,-3.759375000E1
3.537038296E1,1.906875038E1,-3.637500000E1,-3.753750229E1
3.538038296E1,1.891875076E1,-3.643125153E1,-3.738750076E1
3.539038296E1,1.901250076E1,-3.607500076E1,-3.751875305E1
3.540038296E1,1.910625076E1,-3.601875305E1,-3.761250305E1
3.541038296E1,1.912500000E1,-3.624375153E1,-3.723750305E1
3.542038296E1,1.891875076E1,-3.620625305E1,-3.733125305E1
3.543038296E1,1.895625114E1,-3.613125229E1,-3.736875153E1
3.544038296E1,1.906875038E1,-3.635625076E1,-3.763125229E1
3.545038296E1,1.901250076E1,-3.643125153E1,-3.785625076E1
3.546038296E1,1.933125114E1,-3.650625229E1,-3.785625076E1
3.547038296E1,1.927500153E1,-3.635625076E1,-3.796875000E1
3.548038296E1,1.927500153E1,-3.652500153E1,-3.768750000E1
3.549038296E1,1.920000076E1,-3.639375305E1,-3.798750305E1
3.550038296E1,1.920000076E1,-3.630000305E1,-3.778125000E1
3.551038296E1,1.929375076E1,-3.650625229E1,-3.781875229E1
3.552038296E1,1.935000038E1,-3.622500229E1,-3.770625305E1
3.553038296E1,1.942500114E1,-3.648750305E1,-3.770625305E1
3.554038296E1,1.935000038E1,-3.626250076E1,-3.774375153E1
3.555038296E1,1.933125114E1,-3.648750305E1,-3.774375153E1
3.556038296E1,1.936875153E1,-3.631875229E1,-3.798750305E1
3.557038296E1,1.944375038E1,-3.633750153E1,-3.830625153E1
3.558038296E1,1.961250114E1,-3.635625076E1,-3.830625153E1
3.559038296E1,1.925625038E1,-3.603750229E1,-3.834375000E1
3.560038296E1,1.931250000E1,-3.607500076E1,-3.832500076E1
3.561038296E1,1.921875000E1,-3.598125076E1,-3.840000153E1
3.562038296E1,1.910625076E1,-3.607500076E1,-3.866250229E1
3.563038296E1,1.908750153E1,-3.594375229E1,-3.847500229E1
3.564038296E1,1.905000114E1,-3.607500076E1,-3.860625076E1
3.565038296E1,1.891875076E1,-3.585000229E1,-3.853125000E1
3.566038296E1,1.908750153E1,-3.581250000E1,-3.843750000E1
3.567038296E1,1.936875153E1,-3.618750000E1,-3.853125000E1
3.568038296E1,1.918125153E1,-3.622500229E1,-3.823125076E1
3.569038296E1,1.916250038E1,-3.611250305E1,-3.808125305E1
3.570038296E1,1.921875000E1,-3.616875076E1,-3.781875229E1
3.571038296E1,1.935000038E1,-3.626250076E1,-3.800625229E1
3.572038296E1,1.951875114E1,-3.622500229E1,-3.785625076E1
3.573038296E1,1.940625000E1,-3.643125153E1,-3.804375076E1
3.574038296E1,1.916250038E1,-3.656250000E1,-3.795000076E1
3.575038296E1,1.906875038E1,-3.630000305E1,-3.810000229E1
3.576038296E1,1.916250038E1,-3.616875076E1,-3.832500076E1
3.577038296E1,1.905000114E1,-3.618750000E1,-3.834375000E1
3.578038296E1,1.906875038E1,-3.630000305E1,-3.858750153E1
3.579038296E1,1.888125038E1,-3.620625305E1,-3.873750305E1
3.580038296E1,1.871250153E1,-3.596250153E1,-3.860625076E1
3.581038296E1,1.901250076E1,-3.583125305E1,-3.838125229E1
3.582038296E1,1.938750076E1,-3.592500305E1,-3.898125076E1
3.583038296E1,1.953750038E1,-3.581250000E1,-3.877500153E1
3.584038296E1,1.950000000E1,-3.577500153E1,-3.858750153E1
3.585038296E1,1.944375038E1,-3.571875000E1,-3.858750153E1
3.586038296E1,1.951875114E1,-3.562500000E1,-3.834375000E1
3.587038296E1,1.970625114E1,-3.583125305E1,-3.819375229E1
3.588038296E1,1.951875114E1,-3.594375229E1,-3.838125229E1
3.589038296E1,1.931250000E1,-3.605625153E1,-3.836250305E1
3.590038296E1,1.899375153E1,-3.586875153E1,-3.785625076E1
3.591038296E1,1.875000000E1,-3.585000229E1,-3.778125000E1
3.592038296E1,1.876875114E1,-3.628125000E1,-3.838125229E1
3.593038296E1,1.865625000E1,-3.626250076E1,-3.830625153E1
3.594038296E1,1.875000000E1,-3.611250305E1,-3.853125000E1
3.595038296E1,1.861875153E1,-3.594375229E1,-3.873750305E1
3.596038296E1,1.888125038E1,-3.630000305E1,-3.870000076E1
3.597038296E1,1.890000153E1,-3.628125000E1,-3.896250153E1
3.598038296E1,1.903125000E1,-3.633750153E1,-3.898125076E1
3.599038296E1,1.899375153E1,-3.658125305E1,-3.911250305E1
3.600038296E1,1.914375114E1,-3.603750229E1,-3.864375305E1
3.601038296E1,1.936875153E1,-3.609375000E1,-3.856875229E1
3.602038296E1,1.905000114E1,-3.645000076E1,-3.838125229E1
3.603038296E1,1.895625114E1,-3.635625076E1,-3.821250153E1
3.604038296E1,1.891875076E1,-3.624375153E1,-3.819375229E1
3.605038296E1,1.891875076E1,-3.609375000E1,-3.802500153E1
