"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.297038296E1,2.026875114E1,-3.609375000E1,-3.765000153E1
5.298038296E1,1.996875000E1,-3.605625153E1,-3.770625305E1
5.299038296E1,1.978125000E1,-3.618750000E1,-3.770625305E1
5.300038296E1,1.981875038E1,-3.603750229E1,-3.802500153E1
5.301038296E1,1.985625076E1,-3.613125229E1,-3.802500153E1
5.302038296E1,1.996875000E1,-3.590625000E1,-3.778125000E1
5.303038296E1,1.998750114E1,-3.600000000E1,-3.778125000E1
5.304038296E1,1.996875000E1,-3.601875305E1,-3.780000305E1
5.305038296E1,2.013750076E1,-3.601875305E1,-3.793125153E1
5.306038296E1,2.026875114E1,-3.585000229E1,-3.793125153E1
5.307038296E1,2.032500076E1,-3.601875305E1,-3.785625076E1
5.308038296E1,2.032500076E1,-3.609375000E1,-3.787500000E1
5.309038296E1,2.034375000E1,-3.622500229E1,-3.798750305E1
5.310038296E1,2.011875153E1,-3.706875229E1,-3.838125229E1
5.311038296E1,1.991250038E1,-3.718125153E1,-3.811875153E1
5.312038296E1,2.017500114E1,-3.748125076E1,-3.832500076E1
5.313038296E1,1.981875038E1,-3.738750076E1,-3.847500229E1
5.314038296E1,2.002500153E1,-3.770625305E1,-3.856875229E1
5.315038296E1,1.970625114E1,-3.796875000E1,-3.905625153E1
5.316038296E1,1.959375000E1,-3.808125305E1,-3.907500076E1
5.317038296E1,1.944375038E1,-3.796875000E1,-3.905625153E1
5.318038296E1,1.938750076E1,-3.740625000E1,-3.875625229E1
5.319038296E1,1.965000153E1,-3.821250153E1,-3.939375305E1
5.320038296E1,1.944375038E1,-3.765000153E1,-3.920625305E1
5.321038296E1,1.980000114E1,-3.770625305E1,-3.911250305E1
5.322038296E1,1.983750153E1,-3.759375000E1,-3.885000229E1
5.323038296E1,2.026875114E1,-3.714375305E1,-3.858750153E1
5.324038296E1,2.043750000E1,-3.695625305E1,-3.847500229E1
5.325038296E1,2.066250038E1,-3.678750229E1,-3.838125229E1
5.326038296E1,2.113125038E1,-3.669375229E1,-3.849375153E1
5.327038296E1,2.109375000E1,-3.568125153E1,-3.791250229E1
5.328038296E1,2.109375000E1,-3.598125076E1,-3.778125000E1
5.329038296E1,2.079375076E1,-3.579375076E1,-3.798750305E1
5.330038296E1,2.064375114E1,-3.562500000E1,-3.802500153E1
5.331038296E1,2.041875076E1,-3.547500229E1,-3.793125153E1
5.332038296E1,2.004375076E1,-3.551250076E1,-3.780000305E1
5.333038296E1,2.004375076E1,-3.585000229E1,-3.798750305E1
5.334038296E1,2.000625038E1,-3.607500076E1,-3.793125153E1
5.335038296E1,2.013750076E1,-3.624375153E1,-3.825000000E1
5.336038296E1,2.006250000E1,-3.618750000E1,-3.811875153E1
5.337038296E1,2.004375076E1,-3.630000305E1,-3.819375229E1
5.338038296E1,1.993125153E1,-3.631875229E1,-3.802500153E1
5.339038296E1,1.998750114E1,-3.635625076E1,-3.808125305E1
5.340038296E1,2.011875153E1,-3.645000076E1,-3.821250153E1
5.341038296E1,1.987500000E1,-3.609375000E1,-3.800625229E1
5.342038296E1,1.955625153E1,-3.616875076E1,-3.810000229E1
5.343038296E1,1.951875114E1,-3.658125305E1,-3.849375153E1
5.344038296E1,1.966875076E1,-3.661875153E1,-3.860625076E1
5.345038296E1,1.983750153E1,-3.646875000E1,-3.834375000E1
5.346038296E1,2.010000038E1,-3.676875305E1,-3.862500000E1
5.347038296E1,2.013750076E1,-3.667500305E1,-3.821250153E1
5.348038296E1,2.026875114E1,-3.641250229E1,-3.817500305E1
5.349038296E1,2.026875114E1,-3.650625229E1,-3.811875153E1
5.350038296E1,2.028750038E1,-3.613125229E1,-3.787500000E1
5.351038296E1,2.025000000E1,-3.556875229E1,-3.744375229E1
5.352038296E1,2.000625038E1,-3.558750153E1,-3.755625153E1
5.353038296E1,1.961250114E1,-3.609375000E1,-3.787500000E1
5.354038296E1,1.944375038E1,-3.581250000E1,-3.798750305E1
5.355038296E1,1.923750114E1,-3.585000229E1,-3.836250305E1
5.356038296E1,1.916250038E1,-3.620625305E1,-3.810000229E1
5.357038296E1,1.920000076E1,-3.603750229E1,-3.804375076E1
5.358038296E1,1.927500153E1,-3.635625076E1,-3.806250000E1
5.359038296E1,1.923750114E1,-3.639375305E1,-3.789375305E1
5.360038296E1,1.929375076E1,-3.639375305E1,-3.781875229E1
5.361038296E1,1.983750153E1,-3.598125076E1,-3.785625076E1
5.362038296E1,1.963125038E1,-3.613125229E1,-3.783750153E1
5.363038296E1,1.970625114E1,-3.631875229E1,-3.776250076E1
5.364038296E1,1.953750038E1,-3.624375153E1,-3.780000305E1
5.365038296E1,1.959375000E1,-3.656250000E1,-3.774375153E1
5.366038296E1,1.953750038E1,-3.633750153E1,-3.778125000E1
5.367038296E1,1.978125000E1,-3.622500229E1,-3.766875076E1
5.368038296E1,1.974375153E1,-3.633750153E1,-3.740625000E1
5.369038296E1,1.976250076E1,-3.660000229E1,-3.660000229E1
5.370038296E1,1.991250038E1,-3.650625229E1,-3.641250229E1
5.371038296E1,2.028750038E1,-3.654375076E1,-3.620625305E1
5.372038296E1,2.021250153E1,-3.641250229E1,-3.645000076E1
5.373038296E1,2.034375000E1,-3.618750000E1,-3.630000305E1
5.374038296E1,2.023125076E1,-3.643125153E1,-3.631875229E1
5.375038296E1,2.015625000E1,-3.648750305E1,-3.620625305E1
5.376038296E1,2.008125114E1,-3.654375076E1,-3.643125153E1
5.377038296E1,2.006250000E1,-3.631875229E1,-3.675000000E1
5.378038296E1,2.004375076E1,-3.620625305E1,-3.697500229E1
5.379038296E1,1.996875000E1,-3.611250305E1,-3.693750000E1
5.380038296E1,2.015625000E1,-3.620625305E1,-3.701250076E1
5.381038296E1,2.023125076E1,-3.654375076E1,-3.710625076E1
5.382038296E1,2.010000038E1,-3.641250229E1,-3.710625076E1
5.383038296E1,1.995000076E1,-3.673125076E1,-3.744375229E1
5.384038296E1,2.000625038E1,-3.688125229E1,-3.761250305E1
5.385038296E1,2.004375076E1,-3.706875229E1,-3.759375000E1
5.386038296E1,2.006250000E1,-3.735000229E1,-3.755625153E1
5.387038296E1,1.995000076E1,-3.755625153E1,-3.742500305E1
5.388038296E1,1.989375114E1,-3.746250153E1,-3.731250000E1
5.389038296E1,1.968750000E1,-3.735000229E1,-3.727500153E1
5.390038296E1,1.983750153E1,-3.757500076E1,-3.716250229E1
5.391038296E1,1.980000114E1,-3.729375076E1,-3.706875229E1
5.392038296E1,1.970625114E1,-3.697500229E1,-3.667500305E1
5.393038296E1,1.946250153E1,-3.690000153E1,-3.676875305E1
5.394038296E1,1.942500114E1,-3.690000153E1,-3.658125305E1
5.395038296E1,1.959375000E1,-3.680625153E1,-3.682500076E1
5.396038296E1,1.963125038E1,-3.690000153E1,-3.676875305E1
5.397038296E1,1.961250114E1,-3.671250153E1,-3.663750076E1
5.398038296E1,1.968750000E1,-3.650625229E1,-3.652500153E1
5.399038296E1,1.991250038E1,-3.633750153E1,-3.658125305E1
5.400038296E1,2.008125114E1,-3.658125305E1,-3.673125076E1
5.401038296E1,2.000625038E1,-3.650625229E1,-3.648750305E1
5.402038296E1,1.980000114E1,-3.656250000E1,-3.654375076E1
5.403038296E1,1.955625153E1,-3.673125076E1,-3.652500153E1
5.404038296E1,1.961250114E1,-3.676875305E1,-3.652500153E1
5.405038296E1,1.987500000E1,-3.710625076E1,-3.686250305E1
5.406038296E1,2.004375076E1,-3.701250076E1,-3.697500229E1
5.407038296E1,1.983750153E1,-3.753750229E1,-3.706875229E1
5.408038296E1,1.978125000E1,-3.725625229E1,-3.718125153E1
5.409038296E1,1.995000076E1,-3.751875305E1,-3.733125305E1
5.410038296E1,2.011875153E1,-3.736875153E1,-3.727500153E1
5.411038296E1,2.025000000E1,-3.714375305E1,-3.727500153E1
5.412038296E1,2.045625114E1,-3.701250076E1,-3.748125076E1
5.413038296E1,2.023125076E1,-3.688125229E1,-3.736875153E1
5.414038296E1,2.013750076E1,-3.721875000E1,-3.735000229E1
5.415038296E1,2.040000153E1,-3.729375076E1,-3.755625153E1
5.416038296E1,2.045625114E1,-3.738750076E1,-3.740625000E1
5.417038296E1,2.036250114E1,-3.706875229E1,-3.757500076E1
5.418038296E1,2.058750153E1,-3.710625076E1,-3.750000000E1
5.419038296E1,2.051250076E1,-3.690000153E1,-3.753750229E1
5.420038296E1,2.038125038E1,-3.705000305E1,-3.720000076E1
5.421038296E1,2.026875114E1,-3.710625076E1,-3.725625229E1
5.422038296E1,2.000625038E1,-3.684375000E1,-3.725625229E1
5.423038296E1,1.974375153E1,-3.643125153E1,-3.697500229E1
5.424038296E1,1.976250076E1,-3.643125153E1,-3.708750153E1
5.425038296E1,1.942500114E1,-3.701250076E1,-3.736875153E1
5.426038296E1,1.910625076E1,-3.701250076E1,-3.733125305E1
5.427038296E1,1.897500038E1,-3.733125305E1,-3.729375076E1
5.428038296E1,1.886250114E1,-3.729375076E1,-3.721875000E1
5.429038296E1,1.878750038E1,-3.727500153E1,-3.733125305E1
5.430038296E1,1.905000114E1,-3.750000000E1,-3.736875153E1
5.431038296E1,1.925625038E1,-3.766875076E1,-3.725625229E1
5.432038296E1,1.897500038E1,-3.780000305E1,-3.723750305E1
5.433038296E1,1.933125114E1,-3.766875076E1,-3.695625305E1
5.434038296E1,1.961250114E1,-3.774375153E1,-3.735000229E1
5.435038296E1,1.976250076E1,-3.817500305E1,-3.736875153E1
5.436038296E1,1.972500038E1,-3.821250153E1,-3.772500229E1
5.437038296E1,1.978125000E1,-3.823125076E1,-3.761250305E1
5.438038296E1,1.976250076E1,-3.789375305E1,-3.795000076E1
5.439038296E1,1.963125038E1,-3.783750153E1,-3.761250305E1
5.440038296E1,1.987500000E1,-3.781875229E1,-3.768750000E1
5.441038296E1,1.991250038E1,-3.763125229E1,-3.770625305E1
5.442038296E1,1.995000076E1,-3.750000000E1,-3.757500076E1
5.443038296E1,1.995000076E1,-3.706875229E1,-3.770625305E1
5.444038296E1,2.011875153E1,-3.699375153E1,-3.757500076E1
5.445038296E1,2.028750038E1,-3.714375305E1,-3.751875305E1
5.446038296E1,2.038125038E1,-3.742500305E1,-3.721875000E1
5.447038296E1,2.025000000E1,-3.748125076E1,-3.759375000E1
5.448038296E1,2.038125038E1,-3.744375229E1,-3.746250153E1
5.449038296E1,2.053125000E1,-3.751875305E1,-3.735000229E1
5.450038296E1,2.045625114E1,-3.738750076E1,-3.736875153E1
5.451038296E1,2.028750038E1,-3.733125305E1,-3.710625076E1
5.452038296E1,2.030625153E1,-3.742500305E1,-3.731250000E1
5.453038296E1,2.004375076E1,-3.714375305E1,-3.723750305E1
5.454038296E1,2.010000038E1,-3.710625076E1,-3.720000076E1
5.455038296E1,1.993125153E1,-3.712500000E1,-3.712500000E1
5.456038296E1,1.991250038E1,-3.714375305E1,-3.714375305E1
5.457038296E1,1.980000114E1,-3.697500229E1,-3.729375076E1
5.458038296E1,1.996875000E1,-3.738750076E1,-3.746250153E1
5.459038296E1,1.993125153E1,-3.740625000E1,-3.776250076E1
5.460038296E1,1.996875000E1,-3.733125305E1,-3.759375000E1
5.461038296E1,2.030625153E1,-3.731250000E1,-3.766875076E1
5.462038296E1,2.015625000E1,-3.729375076E1,-3.742500305E1
5.463038296E1,2.051250076E1,-3.721875000E1,-3.710625076E1
5.464038296E1,2.021250153E1,-3.697500229E1,-3.675000000E1
5.465038296E1,2.025000000E1,-3.714375305E1,-3.650625229E1
5.466038296E1,1.993125153E1,-3.676875305E1,-3.618750000E1
5.467038296E1,2.026875114E1,-3.678750229E1,-3.603750229E1
5.468038296E1,2.021250153E1,-3.690000153E1,-3.611250305E1
5.469038296E1,2.013750076E1,-3.671250153E1,-3.616875076E1
5.470038296E1,1.995000076E1,-3.678750229E1,-3.645000076E1
5.471038296E1,2.006250000E1,-3.669375229E1,-3.675000000E1
5.472038296E1,2.008125114E1,-3.667500305E1,-3.701250076E1
5.473038296E1,2.006250000E1,-3.658125305E1,-3.695625305E1
5.474038296E1,2.025000000E1,-3.650625229E1,-3.718125153E1
5.475038296E1,2.036250114E1,-3.645000076E1,-3.735000229E1
5.476038296E1,2.032500076E1,-3.645000076E1,-3.708750153E1
5.477038296E1,2.053125000E1,-3.656250000E1,-3.706875229E1
5.478038296E1,2.058750153E1,-3.643125153E1,-3.720000076E1
5.479038296E1,2.040000153E1,-3.656250000E1,-3.720000076E1
5.480038296E1,2.032500076E1,-3.678750229E1,-3.733125305E1
5.481038296E1,2.041875076E1,-3.714375305E1,-3.731250000E1
5.482038296E1,2.036250114E1,-3.736875153E1,-3.718125153E1
5.483038296E1,2.043750000E1,-3.780000305E1,-3.738750076E1
5.484038296E1,2.030625153E1,-3.789375305E1,-3.768750000E1
5.485038296E1,2.011875153E1,-3.785625076E1,-3.774375153E1
5.486038296E1,2.013750076E1,-3.783750153E1,-3.778125000E1
5.487038296E1,2.053125000E1,-3.800625229E1,-3.819375229E1
5.488038296E1,2.071875000E1,-3.766875076E1,-3.817500305E1
5.489038296E1,2.060625076E1,-3.721875000E1,-3.828750229E1
5.490038296E1,2.064375114E1,-3.716250229E1,-3.843750000E1
5.491038296E1,2.040000153E1,-3.684375000E1,-3.791250229E1
5.492038296E1,2.053125000E1,-3.660000229E1,-3.798750305E1
5.493038296E1,2.049375153E1,-3.669375229E1,-3.789375305E1
5.494038296E1,2.055000114E1,-3.667500305E1,-3.791250229E1
5.495038296E1,2.019375038E1,-3.641250229E1,-3.753750229E1
5.496038296E1,2.013750076E1,-3.669375229E1,-3.757500076E1
5.497038296E1,2.010000038E1,-3.703125000E1,-3.795000076E1
5.498038296E1,1.987500000E1,-3.690000153E1,-3.778125000E1
5.499038296E1,1.983750153E1,-3.665625000E1,-3.796875000E1
5.500038296E1,1.974375153E1,-3.658125305E1,-3.778125000E1
5.501038296E1,1.953750038E1,-3.676875305E1,-3.772500229E1
5.502038296E1,1.953750038E1,-3.671250153E1,-3.746250153E1
5.503038296E1,1.940625000E1,-3.645000076E1,-3.735000229E1
5.504038296E1,1.933125114E1,-3.646875000E1,-3.744375229E1
5.505038296E1,1.936875153E1,-3.615000153E1,-3.733125305E1
5.506038296E1,1.959375000E1,-3.643125153E1,-3.746250153E1
5.507038296E1,1.942500114E1,-3.716250229E1,-3.753750229E1
5.508038296E1,1.905000114E1,-3.710625076E1,-3.770625305E1
5.509038296E1,1.925625038E1,-3.693750000E1,-3.791250229E1
5.510038296E1,1.927500153E1,-3.695625305E1,-3.793125153E1
5.511038296E1,1.925625038E1,-3.716250229E1,-3.808125305E1
5.512038296E1,1.948125076E1,-3.731250000E1,-3.802500153E1
5.513038296E1,1.927500153E1,-3.727500153E1,-3.781875229E1
5.514038296E1,1.916250038E1,-3.695625305E1,-3.763125229E1
5.515038296E1,1.914375114E1,-3.654375076E1,-3.759375000E1
5.516038296E1,1.948125076E1,-3.676875305E1,-3.750000000E1
5.517038296E1,1.955625153E1,-3.706875229E1,-3.731250000E1
5.518038296E1,1.959375000E1,-3.712500000E1,-3.761250305E1
5.519038296E1,1.955625153E1,-3.718125153E1,-3.751875305E1
5.520038296E1,1.955625153E1,-3.721875000E1,-3.751875305E1
5.521038296E1,1.946250153E1,-3.727500153E1,-3.761250305E1
5.522038296E1,1.936875153E1,-3.740625000E1,-3.766875076E1
5.523038296E1,1.951875114E1,-3.725625229E1,-3.761250305E1
5.524038296E1,1.950000000E1,-3.733125305E1,-3.766875076E1
5.525038296E1,1.929375076E1,-3.693750000E1,-3.789375305E1
5.526038296E1,1.923750114E1,-3.661875153E1,-3.763125229E1
5.527038296E1,1.910625076E1,-3.680625153E1,-3.780000305E1
5.528038296E1,1.897500038E1,-3.652500153E1,-3.772500229E1
5.529038296E1,1.890000153E1,-3.661875153E1,-3.785625076E1
5.530038296E1,1.901250076E1,-3.639375305E1,-3.772500229E1
5.531038296E1,1.884375000E1,-3.665625000E1,-3.785625076E1
5.532038296E1,1.884375000E1,-3.643125153E1,-3.783750153E1
5.533038296E1,1.875000000E1,-3.675000000E1,-3.770625305E1
5.534038296E1,1.860000038E1,-3.693750000E1,-3.785625076E1
5.535038296E1,1.869375038E1,-3.688125229E1,-3.785625076E1
5.536038296E1,1.878750038E1,-3.676875305E1,-3.780000305E1
5.537038296E1,1.863750076E1,-3.680625153E1,-3.766875076E1
5.538038296E1,1.854375076E1,-3.697500229E1,-3.770625305E1
5.539038296E1,1.850625038E1,-3.688125229E1,-3.770625305E1
5.540038296E1,1.863750076E1,-3.697500229E1,-3.772500229E1
5.541038296E1,1.865625000E1,-3.673125076E1,-3.787500000E1
5.542038296E1,1.869375038E1,-3.676875305E1,-3.804375076E1
5.543038296E1,1.878750038E1,-3.650625229E1,-3.787500000E1
5.544038296E1,1.863750076E1,-3.671250153E1,-3.791250229E1
5.545038296E1,1.863750076E1,-3.656250000E1,-3.783750153E1
5.546038296E1,1.880625153E1,-3.643125153E1,-3.815625000E1
5.547038296E1,1.882500076E1,-3.633750153E1,-3.793125153E1
5.548038296E1,1.895625114E1,-3.616875076E1,-3.781875229E1
5.549038296E1,1.895625114E1,-3.620625305E1,-3.778125000E1
5.550038296E1,1.918125153E1,-3.630000305E1,-3.755625153E1
5.551038296E1,1.912500000E1,-3.635625076E1,-3.770625305E1
5.552038296E1,1.948125076E1,-3.615000153E1,-3.766875076E1
5.553038296E1,1.978125000E1,-3.613125229E1,-3.772500229E1
5.554038296E1,1.978125000E1,-3.643125153E1,-3.751875305E1
5.555038296E1,1.981875038E1,-3.652500153E1,-3.744375229E1
5.556038296E1,1.981875038E1,-3.673125076E1,-3.748125076E1
5.557038296E1,1.972500038E1,-3.735000229E1,-3.785625076E1
5.558038296E1,1.991250038E1,-3.744375229E1,-3.825000000E1
5.559038296E1,1.978125000E1,-3.761250305E1,-3.810000229E1
5.560038296E1,1.929375076E1,-3.795000076E1,-3.813750076E1
5.561038296E1,1.959375000E1,-3.778125000E1,-3.819375229E1
5.562038296E1,1.936875153E1,-3.780000305E1,-3.819375229E1
5.563038296E1,1.931250000E1,-3.776250076E1,-3.825000000E1
5.564038296E1,1.906875038E1,-3.772500229E1,-3.832500076E1
5.565038296E1,1.946250153E1,-3.676875305E1,-3.787500000E1
5.566038296E1,1.916250038E1,-3.669375229E1,-3.768750000E1
5.567038296E1,1.963125038E1,-3.656250000E1,-3.787500000E1
5.568038296E1,1.987500000E1,-3.631875229E1,-3.781875229E1
5.569038296E1,1.983750153E1,-3.654375076E1,-3.796875000E1
5.570038296E1,1.987500000E1,-3.648750305E1,-3.796875000E1
5.571038296E1,1.991250038E1,-3.641250229E1,-3.802500153E1
5.572038296E1,2.015625000E1,-3.641250229E1,-3.811875153E1
5.573038296E1,2.011875153E1,-3.671250153E1,-3.810000229E1
5.574038296E1,1.987500000E1,-3.648750305E1,-3.826875305E1
5.575038296E1,1.965000153E1,-3.633750153E1,-3.815625000E1
5.576038296E1,1.961250114E1,-3.637500000E1,-3.826875305E1
5.577038296E1,1.983750153E1,-3.633750153E1,-3.804375076E1
5.578038296E1,1.995000076E1,-3.618750000E1,-3.830625153E1
5.579038296E1,1.996875000E1,-3.609375000E1,-3.858750153E1
5.580038296E1,1.983750153E1,-3.615000153E1,-3.845625305E1
5.581038296E1,1.983750153E1,-3.628125000E1,-3.832500076E1
5.582038296E1,1.995000076E1,-3.648750305E1,-3.828750229E1
5.583038296E1,2.026875114E1,-3.684375000E1,-3.853125000E1
5.584038296E1,2.032500076E1,-3.688125229E1,-3.870000076E1
5.585038296E1,1.989375114E1,-3.667500305E1,-3.832500076E1
5.586038296E1,1.951875114E1,-3.699375153E1,-3.821250153E1
5.587038296E1,1.965000153E1,-3.678750229E1,-3.810000229E1
5.588038296E1,1.948125076E1,-3.686250305E1,-3.811875153E1
5.589038296E1,1.935000038E1,-3.688125229E1,-3.836250305E1
5.590038296E1,1.944375038E1,-3.686250305E1,-3.806250000E1
5.591038296E1,1.923750114E1,-3.671250153E1,-3.791250229E1
5.592038296E1,1.912500000E1,-3.669375229E1,-3.793125153E1
5.593038296E1,1.912500000E1,-3.667500305E1,-3.821250153E1
5.594038296E1,1.929375076E1,-3.646875000E1,-3.808125305E1
5.595038296E1,1.929375076E1,-3.665625000E1,-3.785625076E1
5.596038296E1,1.920000076E1,-3.633750153E1,-3.806250000E1
5.597038296E1,1.914375114E1,-3.624375153E1,-3.802500153E1
5.598038296E1,1.908750153E1,-3.601875305E1,-3.806250000E1
5.599038296E1,1.920000076E1,-3.616875076E1,-3.785625076E1
5.600038296E1,1.908750153E1,-3.605625153E1,-3.768750000E1
5.601038296E1,1.921875000E1,-3.611250305E1,-3.783750153E1
5.602038296E1,1.942500114E1,-3.603750229E1,-3.796875000E1
5.603038296E1,1.931250000E1,-3.609375000E1,-3.810000229E1
5.604038296E1,1.931250000E1,-3.628125000E1,-3.785625076E1
5.605038296E1,1.959375000E1,-3.630000305E1,-3.798750305E1
5.606038296E1,1.963125038E1,-3.650625229E1,-3.787500000E1
5.607038296E1,1.942500114E1,-3.631875229E1,-3.789375305E1
5.608038296E1,1.978125000E1,-3.635625076E1,-3.796875000E1
5.609038296E1,1.963125038E1,-3.646875000E1,-3.763125229E1
5.610038296E1,1.961250114E1,-3.631875229E1,-3.768750000E1
5.611038296E1,1.959375000E1,-3.626250076E1,-3.776250076E1
5.612038296E1,1.991250038E1,-3.624375153E1,-3.793125153E1
5.613038296E1,1.976250076E1,-3.605625153E1,-3.780000305E1
5.614038296E1,1.991250038E1,-3.585000229E1,-3.791250229E1
5.615038296E1,1.987500000E1,-3.585000229E1,-3.787500000E1
5.616038296E1,1.993125153E1,-3.609375000E1,-3.781875229E1
5.617038296E1,2.010000038E1,-3.616875076E1,-3.787500000E1
5.618038296E1,2.010000038E1,-3.626250076E1,-3.766875076E1
5.619038296E1,2.034375000E1,-3.609375000E1,-3.768750000E1
5.620038296E1,2.045625114E1,-3.592500305E1,-3.780000305E1
5.621038296E1,2.017500114E1,-3.603750229E1,-3.800625229E1
5.622038296E1,1.998750114E1,-3.609375000E1,-3.770625305E1
5.623038296E1,2.006250000E1,-3.594375229E1,-3.785625076E1
5.624038296E1,1.978125000E1,-3.575625229E1,-3.778125000E1
5.625038296E1,1.966875076E1,-3.573750305E1,-3.789375305E1
5.626038296E1,1.991250038E1,-3.577500153E1,-3.787500000E1
5.627038296E1,1.959375000E1,-3.600000000E1,-3.766875076E1
5.628038296E1,1.929375076E1,-3.624375153E1,-3.742500305E1
5.629038296E1,1.970625114E1,-3.622500229E1,-3.690000153E1
5.630038296E1,1.981875038E1,-3.669375229E1,-3.735000229E1
5.631038296E1,1.966875076E1,-3.680625153E1,-3.721875000E1
5.632038296E1,1.978125000E1,-3.673125076E1,-3.708750153E1
5.633038296E1,1.966875076E1,-3.678750229E1,-3.716250229E1
5.634038296E1,1.951875114E1,-3.678750229E1,-3.701250076E1
5.635038296E1,1.953750038E1,-3.686250305E1,-3.695625305E1
5.636038296E1,1.961250114E1,-3.671250153E1,-3.712500000E1
5.637038296E1,1.944375038E1,-3.680625153E1,-3.766875076E1
5.638038296E1,1.931250000E1,-3.641250229E1,-3.716250229E1
5.639038296E1,1.938750076E1,-3.645000076E1,-3.735000229E1
5.640038296E1,1.974375153E1,-3.714375305E1,-3.789375305E1
5.641038296E1,1.981875038E1,-3.701250076E1,-3.783750153E1
5.642038296E1,1.976250076E1,-3.712500000E1,-3.791250229E1
5.643038296E1,1.987500000E1,-3.703125000E1,-3.823125076E1
5.644038296E1,2.015625000E1,-3.731250000E1,-3.795000076E1
5.645038296E1,1.995000076E1,-3.744375229E1,-3.761250305E1
5.646038296E1,2.008125114E1,-3.742500305E1,-3.783750153E1
5.647038296E1,1.995000076E1,-3.748125076E1,-3.774375153E1
5.648038296E1,1.950000000E1,-3.705000305E1,-3.727500153E1
5.649038296E1,1.972500038E1,-3.695625305E1,-3.729375076E1
5.650038296E1,1.944375038E1,-3.744375229E1,-3.759375000E1
5.651038296E1,1.942500114E1,-3.753750229E1,-3.735000229E1
5.652038296E1,1.918125153E1,-3.736875153E1,-3.720000076E1
5.653038296E1,1.918125153E1,-3.740625000E1,-3.725625229E1
5.654038296E1,1.923750114E1,-3.772500229E1,-3.746250153E1
5.655038296E1,1.929375076E1,-3.800625229E1,-3.750000000E1
5.656038296E1,1.957500076E1,-3.796875000E1,-3.765000153E1
5.657038296E1,1.957500076E1,-3.811875153E1,-3.765000153E1
5.658038296E1,1.987500000E1,-3.759375000E1,-3.731250000E1
5.659038296E1,1.993125153E1,-3.751875305E1,-3.729375076E1
5.660038296E1,1.980000114E1,-3.751875305E1,-3.742500305E1
5.661038296E1,1.996875000E1,-3.768750000E1,-3.753750229E1
5.662038296E1,1.972500038E1,-3.766875076E1,-3.701250076E1
5.663038296E1,1.981875038E1,-3.736875153E1,-3.705000305E1
5.664038296E1,1.957500076E1,-3.716250229E1,-3.705000305E1
5.665038296E1,1.955625153E1,-3.699375153E1,-3.678750229E1
5.666038296E1,1.942500114E1,-3.690000153E1,-3.673125076E1
5.667038296E1,1.951875114E1,-3.699375153E1,-3.658125305E1
5.668038296E1,1.959375000E1,-3.710625076E1,-3.658125305E1
5.669038296E1,1.959375000E1,-3.663750076E1,-3.615000153E1
5.670038296E1,1.983750153E1,-3.658125305E1,-3.631875229E1
5.671038296E1,1.995000076E1,-3.678750229E1,-3.603750229E1
5.672038296E1,1.985625076E1,-3.714375305E1,-3.575625229E1
5.673038296E1,1.993125153E1,-3.725625229E1,-3.592500305E1
5.674038296E1,2.006250000E1,-3.744375229E1,-3.613125229E1
5.675038296E1,2.004375076E1,-3.742500305E1,-3.611250305E1
5.676038296E1,2.004375076E1,-3.738750076E1,-3.635625076E1
5.677038296E1,2.004375076E1,-3.744375229E1,-3.652500153E1
5.678038296E1,1.981875038E1,-3.721875000E1,-3.648750305E1
5.679038296E1,1.968750000E1,-3.699375153E1,-3.645000076E1
5.680038296E1,1.993125153E1,-3.705000305E1,-3.673125076E1
5.681038296E1,1.996875000E1,-3.716250229E1,-3.648750305E1
5.682038296E1,1.996875000E1,-3.720000076E1,-3.637500000E1
5.683038296E1,1.996875000E1,-3.697500229E1,-3.641250229E1
5.684038296E1,2.004375076E1,-3.701250076E1,-3.613125229E1
5.685038296E1,1.996875000E1,-3.708750153E1,-3.611250305E1
5.686038296E1,1.998750114E1,-3.720000076E1,-3.630000305E1
5.687038296E1,2.006250000E1,-3.731250000E1,-3.641250229E1
5.688038296E1,1.987500000E1,-3.718125153E1,-3.607500076E1
5.689038296E1,1.978125000E1,-3.691875076E1,-3.622500229E1
5.690038296E1,1.974375153E1,-3.682500076E1,-3.615000153E1
5.691038296E1,1.978125000E1,-3.699375153E1,-3.646875000E1
5.692038296E1,1.950000000E1,-3.688125229E1,-3.648750305E1
5.693038296E1,1.961250114E1,-3.684375000E1,-3.667500305E1
5.694038296E1,1.970625114E1,-3.699375153E1,-3.648750305E1
5.695038296E1,1.974375153E1,-3.712500000E1,-3.643125153E1
5.696038296E1,1.972500038E1,-3.697500229E1,-3.667500305E1
5.697038296E1,1.959375000E1,-3.733125305E1,-3.686250305E1
5.698038296E1,1.948125076E1,-3.740625000E1,-3.663750076E1
5.699038296E1,1.951875114E1,-3.736875153E1,-3.641250229E1
5.700038296E1,1.963125038E1,-3.723750305E1,-3.663750076E1
5.701038296E1,1.961250114E1,-3.740625000E1,-3.645000076E1
5.702038296E1,1.980000114E1,-3.735000229E1,-3.669375229E1
5.703038296E1,1.987500000E1,-3.733125305E1,-3.667500305E1
5.704038296E1,1.993125153E1,-3.765000153E1,-3.705000305E1
5.705038296E1,1.995000076E1,-3.763125229E1,-3.678750229E1
5.706038296E1,1.998750114E1,-3.768750000E1,-3.710625076E1
